,age,gender,q3,continente,q4,q6,q8,q21,q22,q41
996,50-54,Man,South Korea,Asia,Doctoral degree,20+ years,R,50-249 employees,3-4,Local development environments (RStudio-JupyterLab)
997,22-24,Man,Egypt,África,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,0,Other
998,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
999,25-29,Woman,Egypt,África,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4,
1000,50-54,Prefer not to say,United States of America,América del Norte,Professional doctorate,10-20 years,Python,250-999 employees,3-4,Other
1001,30-34,Man,Kenya,África,Master’s degree,1-3 years,Python,"1000-9,999 employees",0,Basic statistical software (Microsoft Excel-Google Sheets)
1002,25-29,Man,United States of America,América del Norte,Doctoral degree,1-3 years,Python,50-249 employees,5-9,Local development environments (RStudio-JupyterLab)
1003,40-44,Man,Ghana,África,Master’s degree,I have never written code,,0-49 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1004,40-44,Woman,United States of America,América del Norte,Bachelor’s degree,< 1 years,SQL,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
1005,30-34,Woman,United States of America,América del Norte,Master’s degree,1-3 years,Python,0-49 employees,0,Business intelligence software (Salesforce-Tableau-Spotfire)
1006,25-29,Man,China,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,1-2,Local development environments (RStudio-JupyterLab)
1007,35-39,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
1008,25-29,Man,Kenya,África,Bachelor’s degree,3-5 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1009,40-44,Man,Argentina,América del Sur,I prefer not to answer,I have never written code,,50-249 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1010,25-29,Man,Mexico,América del Sur,Bachelor’s degree,1-3 years,SQL,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1011,22-24,Woman,Viet Nam,Asia,I prefer not to answer,1-3 years,SQL,250-999 employees,3-4,
1012,25-29,Woman,India,Asia,Bachelor’s degree,I have never written code,,250-999 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1013,30-34,Man,India,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+,Advanced statistical software (SPSS-SAS)
1014,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,SQL,,,
1015,25-29,Man,Kenya,África,Master’s degree,1-3 years,R,50-249 employees,10-14,Local development environments (RStudio-JupyterLab)
1016,22-24,Man,Viet Nam,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
1017,45-49,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Python,250-999 employees,5-9,
1018,25-29,Man,Indonesia,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",5-9,Local development environments (RStudio-JupyterLab)
1019,25-29,Woman,Colombia,América del Sur,Master’s degree,1-3 years,Python,50-249 employees,3-4,
1020,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,,,
1021,30-34,Man,India,Asia,Master’s degree,< 1 years,R,0-49 employees,0,
1022,22-24,Woman,India,Asia,Bachelor’s degree,I have never written code,,0-49 employees,0,Other
1023,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,SQL,"1000-9,999 employees",5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1024,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,1-3 years,Python,0-49 employees,10-14,
1025,25-29,Man,India,Asia,I prefer not to answer,1-3 years,Python,0-49 employees,1-2,
1026,40-44,Man,Philippines,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1027,22-24,Man,Nepal,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+,Advanced statistical software (SPSS-SAS)
1028,30-34,Woman,Viet Nam,Asia,Master’s degree,5-10 years,R,"10,000 or more employees",1-2,Other
1029,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",0,Basic statistical software (Microsoft Excel-Google Sheets)
1030,25-29,Man,Netherlands,Europa,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
1031,30-34,Woman,Saudi Arabia,Asia,Doctoral degree,1-3 years,Python,"10,000 or more employees",15-19,Advanced statistical software (SPSS-SAS)
1032,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+,Cloud-based data software & APIs (AWS-GCP-Azure)
1033,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,Python,250-999 employees,10-14,Local development environments (RStudio-JupyterLab)
1034,45-49,Man,Egypt,África,Bachelor’s degree,I have never written code,,"1000-9,999 employees",10-14,
1035,40-44,Man,Egypt,África,Bachelor’s degree,5-10 years,SQL,,,
1036,25-29,Woman,Netherlands,Europa,Master’s degree,3-5 years,SQL,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
1037,50-54,Man,Mexico,América del Sur,Bachelor’s degree,5-10 years,R,50-249 employees,5-9,
1038,40-44,Man,Belarus,Europa,Master’s degree,1-3 years,Python,0-49 employees,3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
1039,35-39,Woman,United States of America,América del Norte,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",1-2,Local development environments (RStudio-JupyterLab)
1040,22-24,Woman,Kenya,África,Bachelor’s degree,< 1 years,Python,0-49 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
1041,35-39,Man,Canada,América del Norte,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+,
1042,18-21,Man,Nigeria,África,Some college/university study without earning a bachelor’s degree,< 1 years,Javascript,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1043,45-49,Man,Russia,Asia,Doctoral degree,10-20 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
1044,55-59,Man,Singapore,Asia,Master’s degree,20+ years,Python,250-999 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1045,40-44,Man,Colombia,América del Sur,Master’s degree,< 1 years,Python,250-999 employees,5-9,
1046,35-39,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Python,"1000-9,999 employees",5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1047,40-44,Man,Sweden,Europa,Master’s degree,3-5 years,Python,"10,000 or more employees",15-19,
1048,25-29,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,,,
1049,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",20+,
1050,25-29,Man,Malaysia,Asia,Master’s degree,I have never written code,,50-249 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
1051,55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,20+ years,Python,250-999 employees,5-9,Local development environments (RStudio-JupyterLab)
1052,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,1-3 years,Python,250-999 employees,3-4,Local development environments (RStudio-JupyterLab)
1053,50-54,Man,Canada,América del Norte,Bachelor’s degree,10-20 years,SQL,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
1054,30-34,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,"1000-9,999 employees",5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1055,30-34,Man,Russia,Asia,Master’s degree,1-3 years,R,"1000-9,999 employees",1-2,Local development environments (RStudio-JupyterLab)
1056,22-24,Man,India,Asia,Some college/university study without earning a bachelor’s degree,I have never written code,,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1057,25-29,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",15-19,Local development environments (RStudio-JupyterLab)
1058,25-29,Man,Argentina,América del Sur,Master’s degree,3-5 years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1059,30-34,Man,Russia,Asia,Master’s degree,1-3 years,Python,50-249 employees,1-2,Local development environments (RStudio-JupyterLab)
1060,22-24,Man,China,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,Python,50-249 employees,10-14,Business intelligence software (Salesforce-Tableau-Spotfire)
1061,30-34,Man,China,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
1062,18-21,Man,China,Asia,Master’s degree,3-5 years,C++,0-49 employees,1-2,Other
1063,40-44,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1064,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,,,
1065,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,SQL,,,
1066,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
1067,22-24,Woman,Other,,Master’s degree,1-3 years,Python,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
1068,35-39,Man,Taiwan,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1069,25-29,Man,Japan,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+,Cloud-based data software & APIs (AWS-GCP-Azure)
1070,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1071,40-44,Woman,Ecuador,América del Sur,Bachelor’s degree,3-5 years,R,"1000-9,999 employees",3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1072,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+,Advanced statistical software (SPSS-SAS)
1073,22-24,Man,China,Asia,Bachelor’s degree,< 1 years,Python,250-999 employees,5-9,Local development environments (RStudio-JupyterLab)
1074,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,Python,"1000-9,999 employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1075,22-24,Woman,Kenya,África,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1076,25-29,Man,China,Asia,Doctoral degree,1-3 years,Python,0-49 employees,1-2,
1077,22-24,Woman,Nigeria,África,Bachelor’s degree,< 1 years,SQL,0-49 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
1078,30-34,Woman,Nigeria,África,Master’s degree,I have never written code,,"1000-9,999 employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1079,45-49,Woman,Turkey,África,No formal education past high school,I have never written code,,"10,000 or more employees",0,Basic statistical software (Microsoft Excel-Google Sheets)
1080,40-44,Man,Other,,Some college/university study without earning a bachelor’s degree,< 1 years,Python,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1081,35-39,Man,Australia,Oceanía,Master’s degree,10-20 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
1082,30-34,Man,Other,,Master’s degree,1-3 years,Python,250-999 employees,0,Advanced statistical software (SPSS-SAS)
1083,35-39,Woman,India,Asia,Bachelor’s degree,I have never written code,,"10,000 or more employees",20+,
1084,30-34,Woman,India,Asia,Master’s degree,< 1 years,SQL,"10,000 or more employees",5-9,Basic statistical software (Microsoft Excel-Google Sheets)
1085,30-34,Man,India,Asia,Master’s degree,3-5 years,Python,250-999 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
1086,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,
1087,22-24,Woman,Malaysia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,0,Advanced statistical software (SPSS-SAS)
1088,45-49,Woman,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,< 1 years,Python,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1089,22-24,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Python,50-249 employees,0,Business intelligence software (Salesforce-Tableau-Spotfire)
1090,25-29,Man,Pakistan,Asia,Bachelor’s degree,3-5 years,Java,250-999 employees,5-9,Other
1091,25-29,Man,Greece,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1092,30-34,Man,India,Asia,Master’s degree,5-10 years,Python,"1000-9,999 employees",3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1093,25-29,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
1094,25-29,Man,India,Asia,Master’s degree,I have never written code,,0-49 employees,3-4,Other
1095,55-59,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,R,"1000-9,999 employees",10-14,Local development environments (RStudio-JupyterLab)
1096,30-34,Man,Other,,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1097,25-29,Man,Japan,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1098,35-39,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1099,55-59,Man,Italy,Europa,Bachelor’s degree,I have never written code,,0-49 employees,0,Business intelligence software (Salesforce-Tableau-Spotfire)
1100,25-29,Man,Saudi Arabia,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,0,Local development environments (RStudio-JupyterLab)
1101,35-39,Man,Viet Nam,Asia,Professional doctorate,< 1 years,Bash,0-49 employees,1-2,Other
1102,25-29,Woman,Taiwan,Asia,Bachelor’s degree,1-3 years,Python,,,
1103,35-39,Man,Poland,Europa,Doctoral degree,5-10 years,Python,250-999 employees,1-2,Other
1104,25-29,Man,China,Asia,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
1105,40-44,Man,Ireland,Europa,Master’s degree,1-3 years,SQL,"1000-9,999 employees",3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
1106,30-34,Man,Poland,Europa,Master’s degree,< 1 years,R,"10,000 or more employees",1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1107,30-34,Woman,Other,,Doctoral degree,1-3 years,Python,"1000-9,999 employees",3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1108,25-29,Man,Russia,Asia,Bachelor’s degree,< 1 years,Python,250-999 employees,3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
1109,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1110,22-24,Woman,India,Asia,Master’s degree,I have never written code,,0-49 employees,0,
1111,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,10-14,
1112,25-29,Man,Other,,Bachelor’s degree,5-10 years,Python,50-249 employees,1-2,
1113,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,1-3 years,SQL,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1114,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1115,22-24,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2,Local development environments (RStudio-JupyterLab)
1116,25-29,Man,Argentina,América del Sur,Bachelor’s degree,1-3 years,Python,0-49 employees,0,Local development environments (RStudio-JupyterLab)
1117,22-24,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,SQL,"1000-9,999 employees",5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1118,25-29,Woman,Russia,Asia,Master’s degree,1-3 years,Python,250-999 employees,5-9,Local development environments (RStudio-JupyterLab)
1119,40-44,Man,Egypt,África,Master’s degree,10-20 years,Python,"1000-9,999 employees",10-14,Local development environments (RStudio-JupyterLab)
1120,35-39,Man,Hong Kong (S.A.R.),Asia,Master’s degree,3-5 years,Python,250-999 employees,3-4,
1121,25-29,Woman,India,Asia,Master’s degree,I have never written code,,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1122,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1123,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"1000-9,999 employees",20+,Local development environments (RStudio-JupyterLab)
1124,22-24,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,Python,250-999 employees,5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1125,30-34,Man,Other,,Master’s degree,3-5 years,Python,250-999 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1126,22-24,Woman,India,Asia,Master’s degree,1-3 years,Python,250-999 employees,10-14,Basic statistical software (Microsoft Excel-Google Sheets)
1127,30-34,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,R,"10,000 or more employees",3-4,Local development environments (RStudio-JupyterLab)
1128,30-34,Woman,Other,,Professional doctorate,5-10 years,Python,"1000-9,999 employees",3-4,Local development environments (RStudio-JupyterLab)
1129,40-44,Man,Russia,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",5-9,
1130,40-44,Man,Mexico,América del Sur,Master’s degree,5-10 years,C,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
1131,30-34,Man,Nigeria,África,Bachelor’s degree,1-3 years,SQL,"1000-9,999 employees",3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1132,25-29,Man,Poland,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
1133,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1134,25-29,Man,Nigeria,África,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1135,35-39,Man,Egypt,África,Bachelor’s degree,I have never written code,,250-999 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1136,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,R,,,
1137,30-34,Man,Israel,Asia,No formal education past high school,5-10 years,SQL,"1000-9,999 employees",5-9,Advanced statistical software (SPSS-SAS)
1138,40-44,Man,Brazil,América del Sur,Bachelor’s degree,3-5 years,Python,50-249 employees,5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1139,22-24,Man,Ghana,África,Bachelor’s degree,< 1 years,Python,0-49 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1140,35-39,Woman,United States of America,América del Norte,Bachelor’s degree,20+ years,Python,,,
1141,35-39,Man,Egypt,África,Doctoral degree,1-3 years,Python,"1000-9,999 employees",10-14,Basic statistical software (Microsoft Excel-Google Sheets)
1142,35-39,Man,Russia,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
1143,35-39,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4,
1144,22-24,Man,Other,,Master’s degree,< 1 years,Python,0-49 employees,10-14,Advanced statistical software (SPSS-SAS)
1145,30-34,Man,Viet Nam,Asia,Professional doctorate,< 1 years,Python,250-999 employees,1-2,
1146,35-39,Man,South Korea,Asia,Master’s degree,< 1 years,Python,"1000-9,999 employees",0,Basic statistical software (Microsoft Excel-Google Sheets)
1147,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,3-4,
1148,35-39,Man,United States of America,América del Norte,Master’s degree,10-20 years,Python,"10,000 or more employees",5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1149,22-24,Man,Spain,Europa,Master’s degree,1-3 years,Python,,,
1150,35-39,Woman,India,Asia,Master’s degree,1-3 years,SQL,,,
1151,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,SQL,50-249 employees,5-9,Cloud-based data software & APIs (AWS-GCP-Azure)
1152,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,50-249 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1153,40-44,Man,United States of America,América del Norte,Master’s degree,3-5 years,SQL,"10,000 or more employees",10-14,Local development environments (RStudio-JupyterLab)
1154,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,SQL,250-999 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
1155,25-29,Man,Bangladesh,Asia,Doctoral degree,3-5 years,Python,250-999 employees,10-14,Basic statistical software (Microsoft Excel-Google Sheets)
1156,30-34,Man,India,Asia,I prefer not to answer,1-3 years,Python,,,
1157,25-29,Woman,Austria,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,50-249 employees,10-14,
1158,25-29,Woman,India,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
1159,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
1160,45-49,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,5-10 years,Python,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1161,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,SQL,0-49 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
1162,45-49,Woman,Sweden,Europa,Professional doctorate,5-10 years,Python,"10,000 or more employees",3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1163,25-29,Man,Other,,Master’s degree,I have never written code,,50-249 employees,1-2,
1164,30-34,Woman,Nigeria,África,Master’s degree,I have never written code,,50-249 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1165,60-69,Man,Israel,Asia,Doctoral degree,20+ years,Python,250-999 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
1166,60-69,Man,United States of America,América del Norte,Master’s degree,5-10 years,R,"1000-9,999 employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1167,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,,,
1168,35-39,Woman,Ukraine,Europa,No formal education past high school,< 1 years,Python,,,
1169,22-24,Man,India,Asia,Master’s degree,I have never written code,,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1170,18-21,Woman,Indonesia,Asia,Bachelor’s degree,1-3 years,R,0-49 employees,1-2,
1171,30-34,Woman,United States of America,América del Norte,Master’s degree,5-10 years,R,"1000-9,999 employees",1-2,
1172,22-24,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,SQL,"10,000 or more employees",10-14,
1173,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
1174,35-39,Man,Switzerland,Europa,Doctoral degree,5-10 years,Python,50-249 employees,5-9,Other
1175,25-29,Man,Japan,Asia,Master’s degree,< 1 years,Python,"1000-9,999 employees",5-9,Basic statistical software (Microsoft Excel-Google Sheets)
1176,40-44,Prefer not to say,United States of America,América del Norte,Bachelor’s degree,3-5 years,Python,"1000-9,999 employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1177,30-34,Man,China,Asia,Doctoral degree,5-10 years,Python,250-999 employees,20+,Local development environments (RStudio-JupyterLab)
1178,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,SQL,50-249 employees,1-2,Local development environments (RStudio-JupyterLab)
1179,30-34,Man,China,Asia,Bachelor’s degree,I have never written code,,250-999 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1180,25-29,Woman,France,Europa,Master’s degree,1-3 years,Python,0-49 employees,,
1181,25-29,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1182,30-34,Man,Egypt,África,Master’s degree,< 1 years,Python,,,
1183,25-29,Prefer not to say,India,Asia,Master’s degree,3-5 years,R,0-49 employees,5-9,Local development environments (RStudio-JupyterLab)
1184,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",3-4,
1185,45-49,Man,Spain,Europa,Master’s degree,5-10 years,Python,0-49 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
1186,25-29,Woman,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",5-9,Cloud-based data software & APIs (AWS-GCP-Azure)
1187,22-24,Woman,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1188,22-24,Man,China,Asia,Master’s degree,< 1 years,None,0-49 employees,0,Business intelligence software (Salesforce-Tableau-Spotfire)
1189,60-69,Man,Argentina,América del Sur,Master’s degree,I have never written code,,0-49 employees,0,Local development environments (RStudio-JupyterLab)
1190,25-29,Man,Japan,Asia,Master’s degree,< 1 years,SQL,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1191,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
1192,35-39,Man,Australia,Oceanía,Master’s degree,< 1 years,R,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1193,35-39,Man,Colombia,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,0,Local development environments (RStudio-JupyterLab)
1194,40-44,Man,Ukraine,Europa,Master’s degree,20+ years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
1195,45-49,Man,India,Asia,Doctoral degree,10-20 years,Python,0-49 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1196,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Julia,"1000-9,999 employees",10-14,Business intelligence software (Salesforce-Tableau-Spotfire)
1197,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"1000-9,999 employees",20+,Local development environments (RStudio-JupyterLab)
1198,22-24,Man,Japan,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
1199,35-39,Man,Colombia,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
1200,35-39,Man,Germany,Europa,Bachelor’s degree,10-20 years,Python,"10,000 or more employees",1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1201,35-39,Man,India,Asia,Master’s degree,10-20 years,Python,"10,000 or more employees",3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1202,60-69,Man,United States of America,América del Norte,Master’s degree,10-20 years,Python,250-999 employees,3-4,Advanced statistical software (SPSS-SAS)
1203,25-29,Man,Nigeria,África,Master’s degree,< 1 years,Python,"1000-9,999 employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1204,22-24,Man,Mexico,América del Sur,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1205,18-21,Man,Pakistan,Asia,Master’s degree,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1206,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1207,25-29,Man,Japan,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+,Local development environments (RStudio-JupyterLab)
1208,25-29,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
