,age,gender,q3,continente,q4,q6,q21,q22,q39
1238,30-34,Man,United States of America,América del Norte,Master’s degree,10-20 years,"1000-9,999 employees",20+,Personal blog
1238,30-34,Man,United States of America,América del Norte,Master’s degree,10-20 years,"1000-9,999 employees",20+,Kaggle
1239,25-29,Man,Canada,América del Norte,Master’s degree,5-10 years,0-49 employees,1-2,
1240,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years,,,
1241,30-34,Man,Ukraine,Europa,Master’s degree,1-3 years,"10,000 or more employees",20+,I do not share my work publicly
1242,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,50-249 employees,3-4,Colab
1243,35-39,Man,India,Asia,Master’s degree,1-3 years,0-49 employees,1-2,GitHub
1243,35-39,Man,India,Asia,Master’s degree,1-3 years,0-49 employees,1-2,Kaggle
1244,40-44,Man,Philippines,Asia,Master’s degree,1-3 years,"10,000 or more employees",20+,
1245,55-59,Man,Other,,Some college/university study without earning a bachelor’s degree,< 1 years,50-249 employees,1-2,
1246,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,GitHub
1246,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,Kaggle
1247,22-24,Man,Taiwan,Asia,Master’s degree,1-3 years,250-999 employees,3-4,GitHub
1247,22-24,Man,Taiwan,Asia,Master’s degree,1-3 years,250-999 employees,3-4,Kaggle
1248,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years,0-49 employees,0,
1249,35-39,Man,Argentina,América del Sur,Master’s degree,< 1 years,0-49 employees,1-2,I do not share my work publicly
1250,40-44,Man,Other,,No formal education past high school,5-10 years,0-49 employees,3-4,GitHub
1251,25-29,Woman,India,Asia,Master’s degree,5-10 years,0-49 employees,1-2,
1252,30-34,Man,Other,,Master’s degree,5-10 years,"1000-9,999 employees",0,
1253,18-21,Man,China,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,"1000-9,999 employees",1-2,Kaggle
1254,18-21,Woman,Indonesia,Asia,Bachelor’s degree,< 1 years,,,
1255,22-24,Man,Nigeria,África,Master’s degree,< 1 years,250-999 employees,1-2,
1256,25-29,Man,Nepal,Asia,Master’s degree,3-5 years,250-999 employees,15-19,GitHub
1256,25-29,Man,Nepal,Asia,Master’s degree,3-5 years,250-999 employees,15-19,Kaggle
1257,30-34,Man,South Korea,Asia,Master’s degree,5-10 years,250-999 employees,20+,GitHub
1257,30-34,Man,South Korea,Asia,Master’s degree,5-10 years,250-999 employees,20+,Personal blog
1257,30-34,Man,South Korea,Asia,Master’s degree,5-10 years,250-999 employees,20+,Kaggle
1257,30-34,Man,South Korea,Asia,Master’s degree,5-10 years,250-999 employees,20+,Colab
1258,30-34,Man,India,Asia,Master’s degree,5-10 years,"10,000 or more employees",20+,I do not share my work publicly
1259,45-49,Man,Poland,Europa,Bachelor’s degree,10-20 years,"1000-9,999 employees",20+,I do not share my work publicly
1260,30-34,Man,India,Asia,Master’s degree,5-10 years,"10,000 or more employees",3-4,I do not share my work publicly
1261,22-24,Woman,Egypt,África,Some college/university study without earning a bachelor’s degree,3-5 years,0-49 employees,0,
1262,50-54,Man,India,Asia,Master’s degree,10-20 years,250-999 employees,5-9,I do not share my work publicly
1263,22-24,Man,Peru,América del Sur,Bachelor’s degree,1-3 years,0-49 employees,10-14,GitHub
1263,22-24,Man,Peru,América del Sur,Bachelor’s degree,1-3 years,0-49 employees,10-14,Colab
1264,18-21,Man,Indonesia,Asia,I prefer not to answer,1-3 years,,,
1265,18-21,Man,China,Asia,Bachelor’s degree,1-3 years,0-49 employees,0,Other
1266,30-34,Man,Peru,América del Sur,Bachelor’s degree,3-5 years,50-249 employees,1-2,Plotly Dash
1266,30-34,Man,Peru,América del Sur,Bachelor’s degree,3-5 years,50-249 employees,1-2,GitHub
1266,30-34,Man,Peru,América del Sur,Bachelor’s degree,3-5 years,50-249 employees,1-2,Kaggle
1266,30-34,Man,Peru,América del Sur,Bachelor’s degree,3-5 years,50-249 employees,1-2,Colab
1267,30-34,Man,Peru,América del Sur,Master’s degree,< 1 years,"1000-9,999 employees",10-14,GitHub
1268,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,0-49 employees,10-14,GitHub
1268,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,0-49 employees,10-14,Colab
1269,40-44,Man,India,Asia,Master’s degree,< 1 years,"10,000 or more employees",20+,I do not share my work publicly
1270,35-39,Man,United States of America,América del Norte,Master’s degree,10-20 years,0-49 employees,1-2,
1271,18-21,Woman,India,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",20+,I do not share my work publicly
1272,25-29,Man,Bangladesh,Asia,Bachelor’s degree,< 1 years,50-249 employees,1-2,
1273,25-29,Man,India,Asia,Master’s degree,1-3 years,"1000-9,999 employees",1-2,Other
1274,30-34,Man,Ukraine,Europa,Master’s degree,1-3 years,0-49 employees,1-2,Kaggle
1275,22-24,Man,Turkey,África,Master’s degree,3-5 years,0-49 employees,3-4,I do not share my work publicly
1276,25-29,Man,India,Asia,Master’s degree,1-3 years,50-249 employees,20+,I do not share my work publicly
1277,25-29,Man,South Korea,Asia,Master’s degree,1-3 years,250-999 employees,5-9,GitHub
1277,25-29,Man,South Korea,Asia,Master’s degree,1-3 years,250-999 employees,5-9,Personal blog
1277,25-29,Man,South Korea,Asia,Master’s degree,1-3 years,250-999 employees,5-9,Kaggle
1277,25-29,Man,South Korea,Asia,Master’s degree,1-3 years,250-999 employees,5-9,Colab
1278,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,"10,000 or more employees",5-9,Streamlit
1278,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,"10,000 or more employees",5-9,GitHub
1278,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,"10,000 or more employees",5-9,Kaggle
1279,30-34,Man,Australia,Oceanía,Bachelor’s degree,5-10 years,"10,000 or more employees",20+,GitHub
1280,30-34,Prefer not to say,United States of America,América del Norte,Master’s degree,3-5 years,250-999 employees,5-9,
1281,35-39,Man,Indonesia,Asia,Master’s degree,< 1 years,50-249 employees,3-4,
1282,60-69,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,50-249 employees,5-9,GitHub
1282,60-69,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,50-249 employees,5-9,Kaggle
1283,22-24,Man,China,Asia,Master’s degree,< 1 years,0-49 employees,0,
1284,25-29,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,"1000-9,999 employees",5-9,
1285,30-34,Man,United States of America,América del Norte,Doctoral degree,1-3 years,0-49 employees,20+,
1286,30-34,Man,Japan,Asia,Master’s degree,< 1 years,"1000-9,999 employees",5-9,GitHub
1287,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,
1288,30-34,Man,Other,,Bachelor’s degree,3-5 years,"1000-9,999 employees",20+,
1289,25-29,Woman,Brazil,América del Sur,Master’s degree,3-5 years,"1000-9,999 employees",10-14,Other
1290,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,50-249 employees,20+,
1291,22-24,Woman,China,Asia,Master’s degree,< 1 years,250-999 employees,1-2,Shiny
1292,30-34,Man,Nigeria,África,Some college/university study without earning a bachelor’s degree,I have never written code,250-999 employees,3-4,
1293,35-39,Man,India,Asia,Master’s degree,< 1 years,"10,000 or more employees",20+,I do not share my work publicly
1294,18-21,Woman,Brazil,América del Sur,Bachelor’s degree,5-10 years,"1000-9,999 employees",20+,GitHub
1294,18-21,Woman,Brazil,América del Sur,Bachelor’s degree,5-10 years,"1000-9,999 employees",20+,Kaggle
1294,18-21,Woman,Brazil,América del Sur,Bachelor’s degree,5-10 years,"1000-9,999 employees",20+,Colab
1294,18-21,Woman,Brazil,América del Sur,Bachelor’s degree,5-10 years,"1000-9,999 employees",20+,Other
1295,25-29,Man,Other,,I prefer not to answer,< 1 years,"10,000 or more employees",3-4,
1296,25-29,Man,Other,,Bachelor’s degree,1-3 years,0-49 employees,3-4,
1297,45-49,Man,Japan,Asia,Bachelor’s degree,I have never written code,0-49 employees,1-2,
1298,22-24,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,50-249 employees,5-9,GitHub
1298,22-24,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,50-249 employees,5-9,Personal blog
1298,22-24,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,50-249 employees,5-9,Kaggle
1299,22-24,Man,India,Asia,Master’s degree,1-3 years,250-999 employees,3-4,
1300,30-34,Man,Saudi Arabia,Asia,Bachelor’s degree,5-10 years,"10,000 or more employees",1-2,I do not share my work publicly
1301,25-29,Man,Japan,Asia,Master’s degree,1-3 years,"1000-9,999 employees",10-14,
1302,35-39,Man,Germany,Europa,Master’s degree,1-3 years,"1000-9,999 employees",3-4,I do not share my work publicly
1303,35-39,Woman,India,Asia,Master’s degree,5-10 years,50-249 employees,20+,Kaggle
1304,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,"10,000 or more employees",10-14,GitHub
1304,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,"10,000 or more employees",10-14,Kaggle
1305,25-29,Man,Taiwan,Asia,Master’s degree,3-5 years,,,
1306,35-39,Man,Taiwan,Asia,Master’s degree,1-3 years,0-49 employees,10-14,I do not share my work publicly
1307,35-39,Man,Ireland,Europa,Some college/university study without earning a bachelor’s degree,10-20 years,"1000-9,999 employees",1-2,I do not share my work publicly
1308,25-29,Man,India,Asia,Doctoral degree,< 1 years,0-49 employees,3-4,GitHub
1308,25-29,Man,India,Asia,Doctoral degree,< 1 years,0-49 employees,3-4,Kaggle
1309,60-69,Man,United States of America,América del Norte,Doctoral degree,20+ years,,,
1310,22-24,Woman,United States of America,América del Norte,Bachelor’s degree,3-5 years,"10,000 or more employees",20+,GitHub
1311,35-39,Man,Nigeria,África,Bachelor’s degree,I have never written code,0-49 employees,0,
1312,45-49,Man,Australia,Oceanía,Master’s degree,10-20 years,0-49 employees,3-4,I do not share my work publicly
1313,25-29,Woman,United States of America,América del Norte,Master’s degree,3-5 years,50-249 employees,3-4,
1314,60-69,Man,United States of America,América del Norte,Master’s degree,20+ years,"1000-9,999 employees",1-2,
1315,45-49,Man,Australia,Oceanía,Master’s degree,1-3 years,0-49 employees,10-14,I do not share my work publicly
1316,30-34,Woman,United States of America,América del Norte,Master’s degree,3-5 years,"10,000 or more employees",0,GitHub
1317,30-34,Man,Other,,Master’s degree,3-5 years,50-249 employees,1-2,Kaggle
1318,30-34,Man,China,Asia,I prefer not to answer,< 1 years,0-49 employees,3-4,
1319,40-44,Man,Australia,Oceanía,Bachelor’s degree,20+ years,50-249 employees,1-2,
1320,35-39,Man,Chile,América del Sur,Bachelor’s degree,3-5 years,"1000-9,999 employees",5-9,
1321,22-24,Woman,China,Asia,Master’s degree,< 1 years,50-249 employees,3-4,
1322,30-34,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,
1323,45-49,Man,Egypt,África,Bachelor’s degree,< 1 years,,,
1324,30-34,Woman,Nigeria,África,Master’s degree,1-3 years,"1000-9,999 employees",20+,GitHub
1325,30-34,Man,Hong Kong (S.A.R.),Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",0,I do not share my work publicly
1326,18-21,Woman,Poland,Europa,Bachelor’s degree,1-3 years,"10,000 or more employees",0,
1327,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,
1328,60-69,Man,United States of America,América del Norte,Master’s degree,5-10 years,0-49 employees,1-2,GitHub
1328,60-69,Man,United States of America,América del Norte,Master’s degree,5-10 years,0-49 employees,1-2,Kaggle
1329,25-29,Woman,Pakistan,Asia,Master’s degree,< 1 years,"10,000 or more employees",5-9,
1330,45-49,Woman,United States of America,América del Norte,Master’s degree,I have never written code,"10,000 or more employees",20+,
1331,40-44,Man,Russia,Asia,Professional doctorate,3-5 years,"10,000 or more employees",1-2,I do not share my work publicly
1332,30-34,Man,Italy,Europa,Master’s degree,1-3 years,,,
1333,30-34,Man,Poland,Europa,Master’s degree,I have never written code,"1000-9,999 employees",20+,
1334,35-39,Man,India,Asia,Master’s degree,10-20 years,"10,000 or more employees",20+,
1335,22-24,Man,China,Asia,Bachelor’s degree,1-3 years,250-999 employees,1-2,GitHub
1335,22-24,Man,China,Asia,Bachelor’s degree,1-3 years,250-999 employees,1-2,Kaggle
1336,35-39,Man,Denmark,Europa,Master’s degree,1-3 years,"10,000 or more employees",0,
1337,25-29,Man,Philippines,Asia,Master’s degree,1-3 years,"1000-9,999 employees",5-9,I do not share my work publicly
1338,70+,Man,United States of America,América del Norte,Doctoral degree,3-5 years,0-49 employees,0,I do not share my work publicly
1339,30-34,Man,Egypt,África,Bachelor’s degree,< 1 years,250-999 employees,3-4,GitHub
1339,30-34,Man,Egypt,África,Bachelor’s degree,< 1 years,250-999 employees,3-4,Kaggle
1340,25-29,Man,Bangladesh,Asia,Bachelor’s degree,1-3 years,0-49 employees,3-4,GitHub
1340,25-29,Man,Bangladesh,Asia,Bachelor’s degree,1-3 years,0-49 employees,3-4,Kaggle
1341,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,I do not share my work publicly
1342,25-29,Man,India,Asia,Master’s degree,< 1 years,"10,000 or more employees",0,
1343,30-34,Man,Egypt,África,Bachelor’s degree,< 1 years,"1000-9,999 employees",0,
1344,22-24,Man,United States of America,América del Norte,Master’s degree,3-5 years,0-49 employees,1-2,I do not share my work publicly
1345,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,20+ years,250-999 employees,1-2,
1346,45-49,Woman,Canada,América del Norte,Master’s degree,1-3 years,50-249 employees,1-2,NBViewer
1346,45-49,Woman,Canada,América del Norte,Master’s degree,1-3 years,50-249 employees,1-2,GitHub
1346,45-49,Woman,Canada,América del Norte,Master’s degree,1-3 years,50-249 employees,1-2,Kaggle
1346,45-49,Woman,Canada,América del Norte,Master’s degree,1-3 years,50-249 employees,1-2,Shiny
1347,40-44,Man,Egypt,África,Bachelor’s degree,< 1 years,0-49 employees,0,
1348,50-54,Man,United States of America,América del Norte,No formal education past high school,3-5 years,"1000-9,999 employees",20+,I do not share my work publicly
1349,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,1-2,GitHub
1349,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,1-2,Kaggle
1350,25-29,Man,Germany,Europa,Master’s degree,1-3 years,0-49 employees,3-4,
1351,35-39,Man,India,Asia,Master’s degree,3-5 years,50-249 employees,10-14,
1352,25-29,Woman,Saudi Arabia,Asia,Doctoral degree,5-10 years,"10,000 or more employees",0,
1353,30-34,Man,Tunisia,África,Doctoral degree,3-5 years,50-249 employees,1-2,
1354,25-29,Man,China,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,Kaggle
1355,40-44,Woman,United States of America,América del Norte,Master’s degree,I have never written code,"10,000 or more employees",20+,
1356,25-29,Woman,United States of America,América del Norte,Master’s degree,I have never written code,"10,000 or more employees",20+,
1357,60-69,Woman,United States of America,América del Norte,Bachelor’s degree,5-10 years,50-249 employees,,
1358,40-44,Man,Argentina,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years,50-249 employees,0,
1359,25-29,Man,Nigeria,África,Master’s degree,1-3 years,0-49 employees,1-2,I do not share my work publicly
1360,30-34,Man,United States of America,América del Norte,Bachelor’s degree,I have never written code,"1000-9,999 employees",10-14,
1361,25-29,Man,Canada,América del Norte,Some college/university study without earning a bachelor’s degree,< 1 years,0-49 employees,3-4,GitHub
1361,25-29,Man,Canada,América del Norte,Some college/university study without earning a bachelor’s degree,< 1 years,0-49 employees,3-4,Kaggle
1362,35-39,Woman,Colombia,América del Sur,Master’s degree,5-10 years,"10,000 or more employees",3-4,
1363,30-34,Man,Kenya,África,Bachelor’s degree,I have never written code,250-999 employees,5-9,
1364,35-39,Woman,United States of America,América del Norte,Master’s degree,< 1 years,50-249 employees,1-2,I do not share my work publicly
1365,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",1-2,GitHub
1365,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",1-2,Colab
1366,25-29,Man,India,Asia,Master’s degree,< 1 years,0-49 employees,0,
1367,30-34,Man,United States of America,América del Norte,Doctoral degree,3-5 years,,,
1368,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,"1000-9,999 employees",10-14,GitHub
1368,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,"1000-9,999 employees",10-14,Kaggle
1368,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,"1000-9,999 employees",10-14,Colab
1369,25-29,Man,United States of America,América del Norte,Master’s degree,1-3 years,"10,000 or more employees",20+,
1370,25-29,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,5-10 years,"1000-9,999 employees",20+,Streamlit
1370,25-29,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,5-10 years,"1000-9,999 employees",20+,GitHub
1370,25-29,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,5-10 years,"1000-9,999 employees",20+,Kaggle
1371,40-44,Man,Brazil,América del Sur,Master’s degree,1-3 years,250-999 employees,10-14,
1372,25-29,Woman,Nigeria,África,Master’s degree,1-3 years,,,
1373,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,50-249 employees,3-4,GitHub
1374,35-39,Man,Mexico,América del Sur,Master’s degree,1-3 years,0-49 employees,0,I do not share my work publicly
1375,30-34,Man,Other,,Master’s degree,5-10 years,50-249 employees,5-9,GitHub
1375,30-34,Man,Other,,Master’s degree,5-10 years,50-249 employees,5-9,Shiny
1376,60-69,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,20+ years,,,
1377,22-24,Man,Brazil,América del Sur,Master’s degree,3-5 years,0-49 employees,3-4,
1378,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,,,
1379,30-34,Man,Russia,Asia,Master’s degree,1-3 years,50-249 employees,3-4,
1380,30-34,Woman,United States of America,América del Norte,Master’s degree,1-3 years,"10,000 or more employees",20+,
1381,25-29,Woman,Taiwan,Asia,Master’s degree,1-3 years,"10,000 or more employees",5-9,GitHub
1381,25-29,Woman,Taiwan,Asia,Master’s degree,1-3 years,"10,000 or more employees",5-9,Personal blog
1381,25-29,Woman,Taiwan,Asia,Master’s degree,1-3 years,"10,000 or more employees",5-9,Kaggle
1382,25-29,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,0-49 employees,3-4,GitHub
1382,25-29,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,0-49 employees,3-4,Kaggle
1383,22-24,Man,Austria,Europa,Master’s degree,1-3 years,"10,000 or more employees",0,
1384,40-44,Man,Other,,I prefer not to answer,3-5 years,250-999 employees,5-9,
1385,30-34,Man,India,Asia,Master’s degree,< 1 years,"10,000 or more employees",20+,Personal blog
1385,30-34,Man,India,Asia,Master’s degree,< 1 years,"10,000 or more employees",20+,Kaggle
1386,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,50-249 employees,1-2,
1387,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,0,Kaggle
1388,30-34,Man,Japan,Asia,Master’s degree,< 1 years,50-249 employees,1-2,I do not share my work publicly
1389,25-29,Man,Morocco,África,Doctoral degree,3-5 years,0-49 employees,5-9,Personal blog
1390,40-44,Woman,India,Asia,Master’s degree,I have never written code,"10,000 or more employees",20+,
1391,60-69,Man,Argentina,América del Sur,Master’s degree,10-20 years,"1000-9,999 employees",5-9,I do not share my work publicly
1392,25-29,Man,United Arab Emirates,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",0,Kaggle
1393,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,250-999 employees,15-19,GitHub
1394,35-39,Man,Chile,América del Sur,Bachelor’s degree,< 1 years,0-49 employees,0,I do not share my work publicly
1395,25-29,Man,Canada,América del Norte,Bachelor’s degree,1-3 years,0-49 employees,1-2,GitHub
1396,22-24,Woman,Kenya,África,Master’s degree,1-3 years,"1000-9,999 employees",1-2,
1397,18-21,Woman,India,Asia,Master’s degree,1-3 years,0-49 employees,0,
1398,30-34,Man,United Arab Emirates,Asia,Master’s degree,< 1 years,0-49 employees,3-4,
1399,25-29,Man,China,Asia,Master’s degree,< 1 years,250-999 employees,10-14,
1400,30-34,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,,,
1401,22-24,Man,China,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,50-249 employees,0,
1402,30-34,Man,Nigeria,África,Master’s degree,< 1 years,"1000-9,999 employees",20+,
1403,18-21,Woman,Italy,Europa,Master’s degree,1-3 years,250-999 employees,1-2,
1404,35-39,Man,Canada,América del Norte,Master’s degree,1-3 years,"10,000 or more employees",0,GitHub
1404,35-39,Man,Canada,América del Norte,Master’s degree,1-3 years,"10,000 or more employees",0,Kaggle
1405,18-21,Woman,Other,,Master’s degree,1-3 years,0-49 employees,1-2,
1406,22-24,Man,Bangladesh,Asia,Bachelor’s degree,1-3 years,50-249 employees,3-4,GitHub
1407,22-24,Woman,China,Asia,Master’s degree,< 1 years,50-249 employees,1-2,I do not share my work publicly
1408,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,0-49 employees,1-2,GitHub
1409,30-34,Man,Greece,Europa,Master’s degree,< 1 years,0-49 employees,3-4,GitHub
1409,30-34,Man,Greece,Europa,Master’s degree,< 1 years,0-49 employees,3-4,Kaggle
1410,22-24,Man,India,Asia,Master’s degree,< 1 years,"10,000 or more employees",3-4,I do not share my work publicly
1411,30-34,Man,Ecuador,América del Sur,Bachelor’s degree,< 1 years,0-49 employees,0,I do not share my work publicly
1412,25-29,Man,Turkey,África,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,GitHub
1412,25-29,Man,Turkey,África,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,Kaggle
1413,35-39,Man,Nigeria,África,Master’s degree,1-3 years,"10,000 or more employees",20+,Kaggle
1414,30-34,Man,Egypt,África,Master’s degree,1-3 years,50-249 employees,1-2,
1415,30-34,Prefer to self-describe,India,Asia,Master’s degree,I have never written code,"1000-9,999 employees",1-2,
1416,30-34,Man,United States of America,América del Norte,Bachelor’s degree,10-20 years,250-999 employees,1-2,
1417,40-44,Man,Mexico,América del Sur,Master’s degree,1-3 years,"10,000 or more employees",20+,
1418,40-44,Woman,France,Europa,Master’s degree,10-20 years,"10,000 or more employees",20+,I do not share my work publicly
1419,55-59,Man,Spain,Europa,Doctoral degree,20+ years,"1000-9,999 employees",5-9,GitHub
1420,18-21,Woman,China,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,50-249 employees,1-2,
1421,22-24,Man,Sri Lanka,Asia,Bachelor’s degree,< 1 years,"10,000 or more employees",20+,
1422,25-29,Man,Indonesia,Asia,Bachelor’s degree,1-3 years,50-249 employees,0,
1423,25-29,Man,Philippines,Asia,Doctoral degree,< 1 years,"10,000 or more employees",5-9,GitHub
1423,25-29,Man,Philippines,Asia,Doctoral degree,< 1 years,"10,000 or more employees",5-9,Personal blog
1423,25-29,Man,Philippines,Asia,Doctoral degree,< 1 years,"10,000 or more employees",5-9,Kaggle
1424,30-34,Man,Russia,Asia,Master’s degree,3-5 years,250-999 employees,5-9,I do not share my work publicly
1425,30-34,Man,United States of America,América del Norte,Master’s degree,1-3 years,50-249 employees,10-14,
1426,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years,250-999 employees,3-4,GitHub
1426,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years,250-999 employees,3-4,Colab
1427,45-49,Woman,United States of America,América del Norte,Bachelor’s degree,20+ years,"10,000 or more employees",10-14,I do not share my work publicly
1428,25-29,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,0-49 employees,0,
1429,40-44,Woman,Colombia,América del Sur,Master’s degree,10-20 years,0-49 employees,5-9,I do not share my work publicly
1430,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,50-249 employees,1-2,
1431,35-39,Woman,Germany,Europa,Master’s degree,3-5 years,50-249 employees,5-9,GitHub
1432,25-29,Man,South Korea,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,0-49 employees,5-9,GitHub
1432,25-29,Man,South Korea,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,0-49 employees,5-9,Kaggle
1432,25-29,Man,South Korea,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,0-49 employees,5-9,Colab
1433,35-39,Woman,United States of America,América del Norte,Master’s degree,10-20 years,"10,000 or more employees",5-9,
1434,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,3-5 years,"10,000 or more employees",20+,I do not share my work publicly
1435,25-29,Man,Russia,Asia,Master’s degree,1-3 years,"10,000 or more employees",20+,
1436,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",20+,Colab
1437,25-29,Man,Poland,Europa,Bachelor’s degree,< 1 years,,,
1438,35-39,Man,Other,,Master’s degree,10-20 years,"10,000 or more employees",20+,GitHub
1439,25-29,Man,India,Asia,Professional doctorate,1-3 years,250-999 employees,1-2,GitHub
1439,25-29,Man,India,Asia,Professional doctorate,1-3 years,250-999 employees,1-2,Kaggle
1440,25-29,Woman,Philippines,Asia,Bachelor’s degree,5-10 years,"1000-9,999 employees",20+,
1441,30-34,Man,Chile,América del Sur,Master’s degree,1-3 years,250-999 employees,1-2,I do not share my work publicly
1442,25-29,Man,Russia,Asia,Master’s degree,1-3 years,0-49 employees,1-2,GitHub
1442,25-29,Man,Russia,Asia,Master’s degree,1-3 years,0-49 employees,1-2,Kaggle
1442,25-29,Man,Russia,Asia,Master’s degree,1-3 years,0-49 employees,1-2,Colab
1443,22-24,Man,Russia,Asia,Bachelor’s degree,< 1 years,0-49 employees,5-9,
1444,22-24,Man,Nepal,Asia,Bachelor’s degree,3-5 years,0-49 employees,3-4,GitHub
1444,22-24,Man,Nepal,Asia,Bachelor’s degree,3-5 years,0-49 employees,3-4,Colab
1445,35-39,Man,Netherlands,Europa,Master’s degree,1-3 years,"10,000 or more employees",20+,Streamlit
1445,35-39,Man,Netherlands,Europa,Master’s degree,1-3 years,"10,000 or more employees",20+,GitHub
1445,35-39,Man,Netherlands,Europa,Master’s degree,1-3 years,"10,000 or more employees",20+,Kaggle
1446,22-24,Woman,Malaysia,Asia,Bachelor’s degree,1-3 years,0-49 employees,1-2,Plotly Dash
1446,22-24,Woman,Malaysia,Asia,Bachelor’s degree,1-3 years,0-49 employees,1-2,GitHub
1447,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,"1000-9,999 employees",20+,I do not share my work publicly
1448,35-39,Man,Portugal,Europa,Bachelor’s degree,I have never written code,0-49 employees,0,
1449,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,
1450,18-21,Man,Peru,América del Sur,Some college/university study without earning a bachelor’s degree,3-5 years,0-49 employees,3-4,Streamlit
1450,18-21,Man,Peru,América del Sur,Some college/university study without earning a bachelor’s degree,3-5 years,0-49 employees,3-4,GitHub
1450,18-21,Man,Peru,América del Sur,Some college/university study without earning a bachelor’s degree,3-5 years,0-49 employees,3-4,Kaggle
1451,35-39,Prefer to self-describe,Czech Republic,Europa,Master’s degree,10-20 years,"10,000 or more employees",20+,
1452,30-34,Man,Other,,Bachelor’s degree,1-3 years,250-999 employees,0,GitHub
1452,30-34,Man,Other,,Bachelor’s degree,1-3 years,250-999 employees,0,Personal blog
1453,50-54,Man,Russia,Asia,Master’s degree,20+ years,250-999 employees,3-4,
