,age,gender,q3,q4,q6,q7,q8,q9,q10,q14,q20,q21,q22,q24,q34,q35,q39,q41
192,22-24,Man,Taiwan,Master’s degree,5-10 years,"['Python', ' R', ' C++', ' MATLAB']",Python,"['RStudio ', 'Visual Studio ', ' Notepad++', 'MATLAB ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks']","[' Matplotlib ', 'Seaborn ', 'Ggplot / ggplot2 ', 'Shiny ']",['Government/Public Service'],50-249 employees,3-4,"['Analyze and understand data to influence product or business decisions', ' Do research that advances the state of the art of machine learning']", None,,"['GitHub', 'Kaggle', 'Colab', 'Shiny']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
193,22-24,Woman,India,Bachelor’s degree,< 1 years,"['Python', ' SQL']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'PyCharm ', 'Jupyter Notebook']",['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Broadcasting/Communications'],"10,000 or more employees",20+,['Analyze and understand data to influence product or business decisions']," Microsoft Power BI, Tableau",Microsoft Power BI,['GitHub'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
194,55-59,Woman,United States of America,Master’s degree,5-10 years,"['Python', ' SQL']",Python,"[' Notepad++', 'Jupyter Notebook']",['Colab Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Military/Security/Defense'],"10,000 or more employees",15-19,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas']", Tableau,,['Other'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
195,22-24,Woman,Saudi Arabia,Master’s degree,5-10 years,"['Python', ' Java']",Python,"['Visual Studio Code (VSCode) ', 'PyCharm ', ' Sublime Text', 'Jupyter Notebook']","['Azure Notebooks', 'Amazon EMR Notebooks', 'Google Cloud Datalab']","[' Matplotlib ', 'Seaborn ']",['Computers/Technology'],50-249 employees,1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run a machine learning service that operationally improves my product or workflows']"," Microsoft Power BI, Tableau CRM",Microsoft Power BI,"['GitHub', 'Kaggle']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
196,25-29,Man,Other,Bachelor’s degree,5-10 years,"['Python', ' SQL']",Python,"['Visual Studio Code (VSCode) ', ' Notepad++', 'Jupyter Notebook']","['Kaggle Notebooks', 'Google Cloud Notebooks (AI Platform / Vertex AI)']","[' Matplotlib ', 'Seaborn ', 'Geoplotlib ']",['Medical/Pharmaceutical'],0-49 employees,3-4,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']"," Microsoft Power BI, Google Data Studio, Tableau",Microsoft Power BI,[''],
197,35-39,Man,India,Master’s degree,10-20 years,[' None'],Python,"['Visual Studio Code (VSCode) ', 'PyCharm ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Google Cloud Notebooks (AI Platform / Vertex AI)']",[' None'],['Computers/Technology'],"1000-9,999 employees",20+,['Analyze and understand data to influence product or business decisions'], Microsoft Power BI,,['Kaggle'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
198,45-49,Man,India,Bachelor’s degree,10-20 years,"[' SQL', ' Javascript']",Python,"['RStudio ', 'Visual Studio ', 'Visual Studio Code (VSCode) ', ' Notepad++']","['Kaggle Notebooks', 'Binder / JupyterHub']","['Plotly / Plotly Express ', 'Ggplot / ggplot2 ', 'Shiny ']",['Government/Public Service'],0-49 employees,3-4,"['Analyze and understand data to influence product or business decisions', ' Do research that advances the state of the art of machine learning']"," Google Data Studio, Tableau",Google Data Studio,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
199,30-34,Man,United States of America,Bachelor’s degree,< 1 years,"['Python', ' SQL', ' MATLAB']",Python,"[' Sublime Text', 'MATLAB ', 'Jupyter Notebook']",['IBM Watson Studio'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Geoplotlib ']",['Computers/Technology'],0-49 employees,1-2,['Analyze and understand data to influence product or business decisions'],,,[''],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
200,22-24,Man,India,Bachelor’s degree,1-3 years,"['Python', ' SQL']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ']","['Kaggle Notebooks', 'Observable Notebooks']",['Seaborn '],['Academics/Education'],0-49 employees,1-2,"[' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']",,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
201,30-34,Man,Other,Master’s degree,1-3 years,"['Python', ' SQL']",SQL,"[' Notepad++', 'Jupyter Notebook']","['Kaggle Notebooks', 'IBM Watson Studio', 'Databricks Collaborative Notebooks']","[' Matplotlib ', 'Seaborn ', 'Ggplot / ggplot2 ']",['Accounting/Finance'],"1000-9,999 employees",5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']",,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
202,35-39,Man,Indonesia,Master’s degree,1-3 years,['Python'],Python,"['PyCharm ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks']","[' Matplotlib ', 'Seaborn ']",['Academics/Education'],"1000-9,999 employees",3-4,"['Analyze and understand data to influence product or business decisions', ' Build prototypes to explore applying machine learning to new areas']"," Microsoft Power BI, Tableau, Alteryx ",Microsoft Power BI,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
203,25-29,Man,China,Master’s degree,3-5 years,"['Python', ' SQL']",Python,['Jupyter Notebook'],"['Google Cloud Notebooks (AI Platform / Vertex AI)', 'Deepnote Notebooks', 'Observable Notebooks']","[' Matplotlib ', 'Ggplot / ggplot2 ']",['Computers/Technology'],"1000-9,999 employees",5-9,"['Analyze and understand data to influence product or business decisions', ' Build prototypes to explore applying machine learning to new areas', ' Experimentation and iteration to improve existing ML models']", Looker,,"['GitHub', 'Kaggle']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
204,22-24,Man,Pakistan,Master’s degree,< 1 years,[' Javascript'],Python,"['Visual Studio ', 'Visual Studio Code (VSCode) ']",['Other'],[' None'],['Computers/Technology'],0-49 employees,10-14,['Analyze and understand data to influence product or business decisions']," Microsoft Power BI, Google Data Studio, Tableau",Google Data Studio,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
205,35-39,Man,Other,Master’s degree,10-20 years,"['Python', ' R', ' SQL', ' C', ' C++']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'RStudio ', 'Visual Studio ', 'Visual Studio Code (VSCode) ', 'PyCharm ', ' Spyder', ' Notepad++', ' Sublime Text', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks', 'Google Cloud Datalab', 'Deepnote Notebooks']","[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Academics/Education'],0-49 employees,3-4,,,,[''],
206,40-44,Woman,United States of America,Master’s degree,1-3 years,"['Python', ' R', ' SQL']",Python,"['RStudio ', 'Jupyter Notebook']","['Colab Notebooks', 'Other']","[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ']",['Insurance/Risk Assessment'],"1000-9,999 employees",10-14,['Analyze and understand data to influence product or business decisions'], Tableau,,['Kaggle'],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
207,30-34,Man,United States of America,Bachelor’s degree,I have never written code,,,,[''],,['Computers/Technology'],0-49 employees,3-4,['Analyze and understand data to influence product or business decisions'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
208,30-34,Man,Other,Master’s degree,3-5 years,"['Python', ' R', ' SQL', ' Bash']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'RStudio ', 'PyCharm ', 'Jupyter Notebook']",['Colab Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ', 'Bokeh ']",['Government/Public Service'],250-999 employees,1-2,"[' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']",,,[''],
209,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3-5 years,"['Python', ' R', ' SQL']",Python,"['RStudio ', 'Jupyter Notebook']",['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Bokeh ']",['Insurance/Risk Assessment'],"1000-9,999 employees",5-9,"[' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']",,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
210,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,3-5 years,"['Python', ' SQL', ' C++']",Python,"['Visual Studio ', 'Visual Studio Code (VSCode) ', 'PyCharm ', ' Notepad++', ' Sublime Text', 'Jupyter Notebook']","['Kaggle Notebooks', 'Amazon EMR Notebooks', 'Google Cloud Datalab', 'Databricks Collaborative Notebooks']","[' Matplotlib ', 'Plotly / Plotly Express ']",['Academics/Education'],"10,000 or more employees",5-9,['Analyze and understand data to influence product or business decisions'], Sisense ,,['Personal blog'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
211,30-34,Man,South Africa,Bachelor’s degree,3-5 years,"['Python', ' Javascript']",Python,"['Visual Studio Code (VSCode) ', 'PyCharm ', 'Jupyter Notebook']",['None'],"[' Matplotlib ', 'Seaborn ']",['Energy/Mining'],0-49 employees,3-4,['Analyze and understand data to influence product or business decisions'],,,[''],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
212,25-29,Man,Hong Kong (S.A.R.),Master’s degree,1-3 years,['Python'],Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Visual Studio Code (VSCode) ']","['Kaggle Notebooks', 'Colab Notebooks']","[' Matplotlib ', 'Seaborn ']",['Academics/Education'],250-999 employees,5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build and/or run a machine learning service that operationally improves my product or workflows', ' Experimentation and iteration to improve existing ML models']", None,,"['Streamlit', 'GitHub', 'Kaggle']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
213,25-29,Man,India,Master’s degree,1-3 years,"['Python', ' R', ' Javascript']",Python,"['RStudio ', ' Spyder', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks']","[' Matplotlib ', 'Seaborn ']",['Online Service/Internet-based Services'],0-49 employees,3-4,"[' Build and/or run a machine learning service that operationally improves my product or workflows', ' Experimentation and iteration to improve existing ML models', ' Do research that advances the state of the art of machine learning']",,,[''],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
214,35-39,Man,Saudi Arabia,Master’s degree,< 1 years,"['Python', ' SQL']",Python,"['PyCharm ', 'Jupyter Notebook']",['None'],[' Matplotlib '],['Medical/Pharmaceutical'],50-249 employees,3-4,[' None of these activities are an important part of my role at work'], Tableau,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
215,22-24,Man,India,Master’s degree,I have never written code,,,,[''],,['Medical/Pharmaceutical'],0-49 employees,1-2,[' Other'],,,[''],
216,25-29,Woman,Nigeria,Bachelor’s degree,< 1 years,['Python'],Python,['Jupyter Notebook'],['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ']",['Online Business/Internet-based Sales'],"1000-9,999 employees",20+,[' None of these activities are an important part of my role at work'],,,[''],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
217,40-44,Man,Other,Bachelor’s degree,20+ years,"['Python', ' SQL', ' Other']",Python,"['Visual Studio Code (VSCode) ', ' Notepad++', 'Jupyter Notebook']",['Kaggle Notebooks'],"[' Matplotlib ', 'Plotly / Plotly Express ']",['Manufacturing/Fabrication'],"1000-9,999 employees",0,['Analyze and understand data to influence product or business decisions'], None,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
218,22-24,Man,Pakistan,Bachelor’s degree,< 1 years,[' None'],Python,['Jupyter Notebook'],['None'],"[' Matplotlib ', 'Seaborn ']",['Computers/Technology'],50-249 employees,3-4,[' None of these activities are an important part of my role at work'], Microsoft Power BI,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
219,30-34,Man,United States of America,Some college/university study without earning a bachelor’s degree,1-3 years,"['Python', ' SQL']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']",['None'],[' Matplotlib '],['Other'],"1000-9,999 employees",1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas', ' Build and/or run a machine learning service that operationally improves my product or workflows', ' Experimentation and iteration to improve existing ML models']"," Microsoft Power BI, Tableau, Salesforce, Alteryx ",Alteryx ,['GitHub'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
220,25-29,Man,Egypt,Bachelor’s degree,< 1 years,"['Python', ' SQL']",SQL,"['Visual Studio Code (VSCode) ', ' Other']","['Azure Notebooks', 'Other']",[' Other'],['Hospitality/Entertainment/Sports'],250-999 employees,5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']"," Microsoft Power BI, Other",Microsoft Power BI,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
221,22-24,Man,Poland,Master’s degree,1-3 years,['Python'],Python,"['PyCharm ', 'Jupyter Notebook']",['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ']",['Manufacturing/Fabrication'],"10,000 or more employees",1-2,['Analyze and understand data to influence product or business decisions'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
222,25-29,Man,Ecuador,Bachelor’s degree,< 1 years,['Python'],Python,['Visual Studio Code (VSCode) '],['Colab Notebooks'],"[' Matplotlib ', 'Plotly / Plotly Express ']",['Medical/Pharmaceutical'],"10,000 or more employees",10-14,,,,[''],
223,30-34,Man,Kenya,Master’s degree,1-3 years,"['Python', ' R', ' SQL']",Python,"['RStudio ', 'PyCharm ', 'Jupyter Notebook']",['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ']",['Government/Public Service'],"1000-9,999 employees",1-2,[' None of these activities are an important part of my role at work'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
