,age,gender,q3,continente,q4,q6,q8,q21,q22,q34
1314,60-69,Man,United States of America,América del Norte,Master’s degree,20+ years,Python,"1000-9,999 employees",1-2,
1315,45-49,Man,Australia,Oceanía,Master’s degree,1-3 years,Python,0-49 employees,10-14, Other
1316,30-34,Woman,United States of America,América del Norte,Master’s degree,3-5 years,Python,"10,000 or more employees",0, Tableau
1317,30-34,Man,Other,,Master’s degree,3-5 years,R,50-249 employees,1-2, Microsoft Power BI
1317,30-34,Man,Other,,Master’s degree,3-5 years,R,50-249 employees,1-2, Tableau
1317,30-34,Man,Other,,Master’s degree,3-5 years,R,50-249 employees,1-2, Qlik
1318,30-34,Man,China,Asia,I prefer not to answer,< 1 years,Python,0-49 employees,3-4,
1319,40-44,Man,Australia,Oceanía,Bachelor’s degree,20+ years,R,50-249 employees,1-2,
1320,35-39,Man,Chile,América del Sur,Bachelor’s degree,3-5 years,Python,"1000-9,999 employees",5-9,
1321,22-24,Woman,China,Asia,Master’s degree,< 1 years,Python,50-249 employees,3-4,
1322,30-34,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+,
1323,45-49,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,,,
1324,30-34,Woman,Nigeria,África,Master’s degree,1-3 years,SQL,"1000-9,999 employees",20+, Microsoft Power BI
1325,30-34,Man,Hong Kong (S.A.R.),Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",0, Microsoft Power BI
1326,18-21,Woman,Poland,Europa,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",0,
1327,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,SQL,"10,000 or more employees",20+,
1328,60-69,Man,United States of America,América del Norte,Master’s degree,5-10 years,SQL,0-49 employees,1-2, Tableau
1329,25-29,Woman,Pakistan,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",5-9, Microsoft Power BI
1330,45-49,Woman,United States of America,América del Norte,Master’s degree,I have never written code,,"10,000 or more employees",20+,
1331,40-44,Man,Russia,Asia,Professional doctorate,3-5 years,Python,"10,000 or more employees",1-2, Microsoft Power BI
1332,30-34,Man,Italy,Europa,Master’s degree,1-3 years,Python,,,
1333,30-34,Man,Poland,Europa,Master’s degree,I have never written code,,"1000-9,999 employees",20+,
1334,35-39,Man,India,Asia,Master’s degree,10-20 years,Other,"10,000 or more employees",20+,
1335,22-24,Man,China,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,1-2, Tableau
1336,35-39,Man,Denmark,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",0,
1337,25-29,Man,Philippines,Asia,Master’s degree,1-3 years,SQL,"1000-9,999 employees",5-9, Microsoft Power BI
1337,25-29,Man,Philippines,Asia,Master’s degree,1-3 years,SQL,"1000-9,999 employees",5-9, Google Data Studio
1337,25-29,Man,Philippines,Asia,Master’s degree,1-3 years,SQL,"1000-9,999 employees",5-9, Tableau
1338,70+,Man,United States of America,América del Norte,Doctoral degree,3-5 years,R,0-49 employees,0, Microsoft Power BI
1339,30-34,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,250-999 employees,3-4, Tableau
1340,25-29,Man,Bangladesh,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4, Google Data Studio
1340,25-29,Man,Bangladesh,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4, Tableau
1341,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+, Tableau
1342,25-29,Man,India,Asia,Master’s degree,< 1 years,SQL,"10,000 or more employees",0,
1343,30-34,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",0,
1344,22-24,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,0-49 employees,1-2, Tableau
1345,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,20+ years,SQL,250-999 employees,1-2,
1346,45-49,Woman,Canada,América del Norte,Master’s degree,1-3 years,Python,50-249 employees,1-2, Microsoft Power BI
1347,40-44,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,0-49 employees,0,
1348,50-54,Man,United States of America,América del Norte,No formal education past high school,3-5 years,Python,"1000-9,999 employees",20+, None
1349,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Tableau
1349,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Tableau CRM
1350,25-29,Man,Germany,Europa,Master’s degree,1-3 years,Python,0-49 employees,3-4,
1351,35-39,Man,India,Asia,Master’s degree,3-5 years,Python,50-249 employees,10-14,
1352,25-29,Woman,Saudi Arabia,Asia,Doctoral degree,5-10 years,Python,"10,000 or more employees",0,
1353,30-34,Man,Tunisia,África,Doctoral degree,3-5 years,Python,50-249 employees,1-2,
1354,25-29,Man,China,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+, None
1355,40-44,Woman,United States of America,América del Norte,Master’s degree,I have never written code,,"10,000 or more employees",20+,
1356,25-29,Woman,United States of America,América del Norte,Master’s degree,I have never written code,,"10,000 or more employees",20+,
1357,60-69,Woman,United States of America,América del Norte,Bachelor’s degree,5-10 years,Python,50-249 employees,,
1358,40-44,Man,Argentina,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years,Python,50-249 employees,0,
1359,25-29,Man,Nigeria,África,Master’s degree,1-3 years,SQL,0-49 employees,1-2, None
1360,30-34,Man,United States of America,América del Norte,Bachelor’s degree,I have never written code,,"1000-9,999 employees",10-14,
1361,25-29,Man,Canada,América del Norte,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,3-4, None
1362,35-39,Woman,Colombia,América del Sur,Master’s degree,5-10 years,R,"10,000 or more employees",3-4,
1363,30-34,Man,Kenya,África,Bachelor’s degree,I have never written code,,250-999 employees,5-9,
1364,35-39,Woman,United States of America,América del Norte,Master’s degree,< 1 years,Python,50-249 employees,1-2, Microsoft Power BI
1364,35-39,Woman,United States of America,América del Norte,Master’s degree,< 1 years,Python,50-249 employees,1-2, Tableau
1365,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",1-2, Microsoft Azure Synapse 
1366,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,0,
1367,30-34,Man,United States of America,América del Norte,Doctoral degree,3-5 years,Python,,,
1368,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",10-14, Microsoft Power BI
1368,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",10-14, Google Data Studio
1368,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",10-14, Looker
1368,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",10-14, Tableau
1368,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",10-14, Tableau CRM
1369,25-29,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,
1370,25-29,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,5-10 years,SQL,"1000-9,999 employees",20+, Microsoft Power BI
1370,25-29,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,5-10 years,SQL,"1000-9,999 employees",20+, Google Data Studio
1371,40-44,Man,Brazil,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,10-14,
1372,25-29,Woman,Nigeria,África,Master’s degree,1-3 years,Python,,,
1373,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,3-4, Microsoft Power BI
1373,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,3-4, Tableau
1374,35-39,Man,Mexico,América del Sur,Master’s degree,1-3 years,Python,0-49 employees,0, None
1375,30-34,Man,Other,,Master’s degree,5-10 years,R,50-249 employees,5-9, Tableau
1376,60-69,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,20+ years,,,,
1377,22-24,Man,Brazil,América del Sur,Master’s degree,3-5 years,Python,0-49 employees,3-4,
1378,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,,,
1379,30-34,Man,Russia,Asia,Master’s degree,1-3 years,Python,50-249 employees,3-4,
1380,30-34,Woman,United States of America,América del Norte,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,
1381,25-29,Woman,Taiwan,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",5-9, Microsoft Power BI
1381,25-29,Woman,Taiwan,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",5-9, Google Data Studio
1381,25-29,Woman,Taiwan,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",5-9, Tableau
1382,25-29,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,Python,0-49 employees,3-4,Amazon QuickSight
1382,25-29,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,Python,0-49 employees,3-4, Microsoft Azure Synapse 
1383,22-24,Man,Austria,Europa,Master’s degree,1-3 years,R,"10,000 or more employees",0,
1384,40-44,Man,Other,,I prefer not to answer,3-5 years,R,250-999 employees,5-9,
1385,30-34,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+, Tableau
1386,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,50-249 employees,1-2,
1387,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,0, None
1388,30-34,Man,Japan,Asia,Master’s degree,< 1 years,Python,50-249 employees,1-2, Tableau
1389,25-29,Man,Morocco,África,Doctoral degree,3-5 years,Python,0-49 employees,5-9, Tableau
1390,40-44,Woman,India,Asia,Master’s degree,I have never written code,,"10,000 or more employees",20+,
1391,60-69,Man,Argentina,América del Sur,Master’s degree,10-20 years,Python,"1000-9,999 employees",5-9, Microsoft Power BI
1391,60-69,Man,Argentina,América del Sur,Master’s degree,10-20 years,Python,"1000-9,999 employees",5-9, Qlik
1392,25-29,Man,United Arab Emirates,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",0, Microsoft Power BI
1392,25-29,Man,United Arab Emirates,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",0, Tableau
1393,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,SQL,250-999 employees,15-19, Google Data Studio
1393,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,SQL,250-999 employees,15-19, Looker
1393,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,SQL,250-999 employees,15-19, Tableau
1393,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,SQL,250-999 employees,15-19, Tableau CRM
1393,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,SQL,250-999 employees,15-19, TIBCO Spotfire
1394,35-39,Man,Chile,América del Sur,Bachelor’s degree,< 1 years,Python,0-49 employees,0, Microsoft Power BI
1395,25-29,Man,Canada,América del Norte,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,Amazon QuickSight
1396,22-24,Woman,Kenya,África,Master’s degree,1-3 years,Python,"1000-9,999 employees",1-2,
1397,18-21,Woman,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,0,
1398,30-34,Man,United Arab Emirates,Asia,Master’s degree,< 1 years,Python,0-49 employees,3-4,
1399,25-29,Man,China,Asia,Master’s degree,< 1 years,Python,250-999 employees,10-14,
1400,30-34,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,SQL,,,
1401,22-24,Man,China,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,C++,50-249 employees,0,
1402,30-34,Man,Nigeria,África,Master’s degree,< 1 years,Python,"1000-9,999 employees",20+,
1403,18-21,Woman,Italy,Europa,Master’s degree,1-3 years,Python,250-999 employees,1-2,
1404,35-39,Man,Canada,América del Norte,Master’s degree,1-3 years,SQL,"10,000 or more employees",0, Microsoft Power BI
1404,35-39,Man,Canada,América del Norte,Master’s degree,1-3 years,SQL,"10,000 or more employees",0, Tableau
1405,18-21,Woman,Other,,Master’s degree,1-3 years,R,0-49 employees,1-2,
1406,22-24,Man,Bangladesh,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,3-4, Microsoft Azure Synapse 
1407,22-24,Woman,China,Asia,Master’s degree,< 1 years,Python,50-249 employees,1-2, None
1408,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,SQL,0-49 employees,1-2, Microsoft Power BI
1409,30-34,Man,Greece,Europa,Master’s degree,< 1 years,Python,0-49 employees,3-4, Tableau
1410,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",3-4, Tableau
1410,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",3-4, Tableau CRM
1411,30-34,Man,Ecuador,América del Sur,Bachelor’s degree,< 1 years,C++,0-49 employees,0, Google Data Studio
1411,30-34,Man,Ecuador,América del Sur,Bachelor’s degree,< 1 years,C++,0-49 employees,0, Tableau
1412,25-29,Man,Turkey,África,Bachelor’s degree,1-3 years,R,"10,000 or more employees",20+, Microsoft Power BI
1412,25-29,Man,Turkey,África,Bachelor’s degree,1-3 years,R,"10,000 or more employees",20+, Tableau
1412,25-29,Man,Turkey,África,Bachelor’s degree,1-3 years,R,"10,000 or more employees",20+, Salesforce
1413,35-39,Man,Nigeria,África,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, Microsoft Power BI
1413,35-39,Man,Nigeria,África,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, Tableau
1414,30-34,Man,Egypt,África,Master’s degree,1-3 years,SQL,50-249 employees,1-2,
1415,30-34,Prefer to self-describe,India,Asia,Master’s degree,I have never written code,,"1000-9,999 employees",1-2,
1416,30-34,Man,United States of America,América del Norte,Bachelor’s degree,10-20 years,SQL,250-999 employees,1-2,
1417,40-44,Man,Mexico,América del Sur,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,
1418,40-44,Woman,France,Europa,Master’s degree,10-20 years,Python,"10,000 or more employees",20+, Looker
1418,40-44,Woman,France,Europa,Master’s degree,10-20 years,Python,"10,000 or more employees",20+, Tableau
1418,40-44,Woman,France,Europa,Master’s degree,10-20 years,Python,"10,000 or more employees",20+, Salesforce
1418,40-44,Woman,France,Europa,Master’s degree,10-20 years,Python,"10,000 or more employees",20+, Qlik
1419,55-59,Man,Spain,Europa,Doctoral degree,20+ years,Julia,"1000-9,999 employees",5-9, None
1420,18-21,Woman,China,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,Python,50-249 employees,1-2,
1421,22-24,Man,Sri Lanka,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",20+, Microsoft Power BI
1421,22-24,Man,Sri Lanka,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",20+, Microsoft Azure Synapse 
1422,25-29,Man,Indonesia,Asia,Bachelor’s degree,1-3 years,SQL,50-249 employees,0,
1423,25-29,Man,Philippines,Asia,Doctoral degree,< 1 years,Python,"10,000 or more employees",5-9, None
1424,30-34,Man,Russia,Asia,Master’s degree,3-5 years,SQL,250-999 employees,5-9, Microsoft Power BI
1424,30-34,Man,Russia,Asia,Master’s degree,3-5 years,SQL,250-999 employees,5-9, Tableau
1424,30-34,Man,Russia,Asia,Master’s degree,3-5 years,SQL,250-999 employees,5-9, SAP Analytics Cloud 
1425,30-34,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,50-249 employees,10-14,
1426,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,250-999 employees,3-4, Microsoft Power BI
1426,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,250-999 employees,3-4, Google Data Studio
1426,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,250-999 employees,3-4, Tableau
1426,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,250-999 employees,3-4, Salesforce
1427,45-49,Woman,United States of America,América del Norte,Bachelor’s degree,20+ years,Python,"10,000 or more employees",10-14, Microsoft Power BI
1427,45-49,Woman,United States of America,América del Norte,Bachelor’s degree,20+ years,Python,"10,000 or more employees",10-14, Tableau
1427,45-49,Woman,United States of America,América del Norte,Bachelor’s degree,20+ years,Python,"10,000 or more employees",10-14, Salesforce
1428,25-29,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,SQL,0-49 employees,0,
1429,40-44,Woman,Colombia,América del Sur,Master’s degree,10-20 years,Python,0-49 employees,5-9, Microsoft Power BI
1429,40-44,Woman,Colombia,América del Sur,Master’s degree,10-20 years,Python,0-49 employees,5-9, Microsoft Azure Synapse 
1430,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,1-2,
1431,35-39,Woman,Germany,Europa,Master’s degree,3-5 years,Python,50-249 employees,5-9, Tableau
1432,25-29,Man,South Korea,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,Python,0-49 employees,5-9, Microsoft Power BI
1432,25-29,Man,South Korea,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,Python,0-49 employees,5-9, Tableau
1433,35-39,Woman,United States of America,América del Norte,Master’s degree,10-20 years,Python,"10,000 or more employees",5-9,
1434,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+, Microsoft Power BI
1435,25-29,Man,Russia,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,
1436,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+, Thoughtspot 
1437,25-29,Man,Poland,Europa,Bachelor’s degree,< 1 years,Python,,,
1438,35-39,Man,Other,,Master’s degree,10-20 years,Python,"10,000 or more employees",20+, Microsoft Power BI
1438,35-39,Man,Other,,Master’s degree,10-20 years,Python,"10,000 or more employees",20+, Tableau
1438,35-39,Man,Other,,Master’s degree,10-20 years,Python,"10,000 or more employees",20+, SAP Analytics Cloud 
1439,25-29,Man,India,Asia,Professional doctorate,1-3 years,Python,250-999 employees,1-2, Microsoft Power BI
1440,25-29,Woman,Philippines,Asia,Bachelor’s degree,5-10 years,Python,"1000-9,999 employees",20+,
1441,30-34,Man,Chile,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,1-2, Microsoft Power BI
1441,30-34,Man,Chile,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,1-2, Qlik
1442,25-29,Man,Russia,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2, Microsoft Power BI
1442,25-29,Man,Russia,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2, Google Data Studio
1442,25-29,Man,Russia,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2, Tableau
1442,25-29,Man,Russia,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2, Qlik
1442,25-29,Man,Russia,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2, SAP Analytics Cloud 
1443,22-24,Man,Russia,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,5-9,
1444,22-24,Man,Nepal,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,3-4, Microsoft Power BI
1444,22-24,Man,Nepal,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,3-4, Tableau
1445,35-39,Man,Netherlands,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, Microsoft Power BI
1445,35-39,Man,Netherlands,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, Tableau
1445,35-39,Man,Netherlands,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, Qlik
1446,22-24,Woman,Malaysia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2, Microsoft Power BI
1446,22-24,Woman,Malaysia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2, Google Data Studio
1446,22-24,Woman,Malaysia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2, Tableau
1447,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,SQL,"1000-9,999 employees",20+, Microsoft Power BI
1447,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,SQL,"1000-9,999 employees",20+, Tableau
1447,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,SQL,"1000-9,999 employees",20+, Alteryx 
1448,35-39,Man,Portugal,Europa,Bachelor’s degree,I have never written code,,0-49 employees,0,
1449,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+,
1450,18-21,Man,Peru,América del Sur,Some college/university study without earning a bachelor’s degree,3-5 years,Python,0-49 employees,3-4, Google Data Studio
1451,35-39,Prefer to self-describe,Czech Republic,Europa,Master’s degree,10-20 years,Python,"10,000 or more employees",20+,
1452,30-34,Man,Other,,Bachelor’s degree,1-3 years,R,250-999 employees,0, Microsoft Power BI
1453,50-54,Man,Russia,Asia,Master’s degree,20+ years,Python,250-999 employees,3-4,
1454,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, Microsoft Power BI
1455,30-34,Man,Singapore,Asia,Bachelor’s degree,< 1 years,Python,250-999 employees,20+,
1456,25-29,Woman,Canada,América del Norte,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",10-14, Microsoft Power BI
1456,25-29,Woman,Canada,América del Norte,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",10-14, Tableau
1456,25-29,Woman,Canada,América del Norte,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",10-14, TIBCO Spotfire
1456,25-29,Woman,Canada,América del Norte,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",10-14, Alteryx 
1457,30-34,Man,Chile,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,0, None
1458,40-44,Woman,Russia,Asia,Bachelor’s degree,I have never written code,,0-49 employees,3-4,
1459,45-49,Man,Romania,Europa,Master’s degree,3-5 years,Python,250-999 employees,1-2, Microsoft Power BI
1459,45-49,Man,Romania,Europa,Master’s degree,3-5 years,Python,250-999 employees,1-2, Tableau
1459,45-49,Man,Romania,Europa,Master’s degree,3-5 years,Python,250-999 employees,1-2, Alteryx 
1460,18-21,Man,Iraq,Asia,No formal education past high school,I have never written code,,0-49 employees,0,
1461,40-44,Man,Other,,Master’s degree,< 1 years,R,"1000-9,999 employees",1-2, None
1462,55-59,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,C,"10,000 or more employees",0,
1463,18-21,Man,China,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,3-4, Alteryx 
1464,18-21,Woman,Egypt,África,Bachelor’s degree,< 1 years,Python,,,
1465,40-44,Woman,Kazakhstan,Asia,Doctoral degree,3-5 years,MATLAB,0-49 employees,5-9,
1466,30-34,Man,Argentina,América del Sur,Bachelor’s degree,I have never written code,,"1000-9,999 employees",20+,
1467,25-29,Woman,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",3-4, Google Data Studio
1467,25-29,Woman,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",3-4, Tableau
1467,25-29,Woman,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",3-4, Microsoft Azure Synapse 
1468,40-44,Man,United States of America,América del Norte,Master’s degree,3-5 years,SQL,0-49 employees,1-2, Tableau
1469,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,Python,"1000-9,999 employees",0,
1470,35-39,Man,Brazil,América del Sur,Master’s degree,3-5 years,Python,0-49 employees,0, Microsoft Power BI
1470,35-39,Man,Brazil,América del Sur,Master’s degree,3-5 years,Python,0-49 employees,0, Google Data Studio
1470,35-39,Man,Brazil,América del Sur,Master’s degree,3-5 years,Python,0-49 employees,0, Tableau
1471,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",1-2,
1472,30-34,Man,Israel,Asia,Master’s degree,1-3 years,Python,50-249 employees,5-9, Microsoft Power BI
1472,30-34,Man,Israel,Asia,Master’s degree,1-3 years,Python,50-249 employees,5-9, Google Data Studio
1473,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,MATLAB,50-249 employees,1-2, Microsoft Power BI
1473,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,MATLAB,50-249 employees,1-2, Tableau
1474,25-29,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, Tableau
1475,35-39,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,Python,,,
1476,25-29,Man,India,Asia,No formal education past high school,1-3 years,Python,,,
1477,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Other,0-49 employees,3-4, Tableau
1478,30-34,Woman,India,Asia,Master’s degree,10-20 years,Python,"1000-9,999 employees",5-9, Microsoft Power BI
1478,30-34,Woman,India,Asia,Master’s degree,10-20 years,Python,"1000-9,999 employees",5-9, Tableau
1479,35-39,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"1000-9,999 employees",0, Tableau
1480,22-24,Woman,Thailand,Asia,Master’s degree,< 1 years,SQL,50-249 employees,3-4,
1481,35-39,Man,Singapore,Asia,Bachelor’s degree,10-20 years,Python,"1000-9,999 employees",10-14,
1482,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"1000-9,999 employees",3-4,
1483,25-29,Man,Egypt,África,Bachelor’s degree,I have never written code,,0-49 employees,0,
1484,22-24,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,50-249 employees,0,
1485,25-29,Man,Peru,América del Sur,Bachelor’s degree,3-5 years,R,"1000-9,999 employees",5-9, Microsoft Power BI
1486,35-39,Man,Taiwan,Asia,Master’s degree,10-20 years,SQL,50-249 employees,5-9,
1487,35-39,Man,Other,,Master’s degree,< 1 years,Python,"10,000 or more employees",0,
1488,25-29,Man,Australia,Oceanía,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+, Tableau
1489,40-44,Woman,Other,,Master’s degree,3-5 years,R,50-249 employees,3-4,
1490,35-39,Man,Nigeria,África,Master’s degree,< 1 years,Python,0-49 employees,0, Microsoft Power BI
1490,35-39,Man,Nigeria,África,Master’s degree,< 1 years,Python,0-49 employees,0, Tableau
1491,22-24,Man,Other,,Bachelor’s degree,3-5 years,Python,0-49 employees,1-2, Tableau
1492,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",1-2, Microsoft Power BI
1492,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",1-2, Tableau
1493,30-34,Man,Egypt,África,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",0,
1494,25-29,Man,China,Asia,Master’s degree,< 1 years,Python,,,
1495,22-24,Man,Brazil,América del Sur,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, Microsoft Power BI
1495,22-24,Man,Brazil,América del Sur,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, Tableau
1495,22-24,Man,Brazil,América del Sur,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, Sisense 
1495,22-24,Man,Brazil,América del Sur,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, SAP Analytics Cloud 
1496,30-34,Man,China,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+,
1497,25-29,Man,Chile,América del Sur,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4, Microsoft Power BI
1498,25-29,Man,Ghana,África,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Other
1499,30-34,Man,Australia,Oceanía,Bachelor’s degree,3-5 years,Python,50-249 employees,0,
1500,40-44,Woman,Philippines,Asia,Doctoral degree,10-20 years,Python,,,
1501,50-54,Man,Turkey,África,Master’s degree,20+ years,Python,"1000-9,999 employees",20+, Microsoft Power BI
1501,50-54,Man,Turkey,África,Master’s degree,20+ years,Python,"1000-9,999 employees",20+, Tableau
