,age,gender,q3,continente,q4,q6,q8,q21,q22,q32
1018,25-29,Man,Indonesia,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",5-9,
1019,25-29,Woman,Colombia,América del Sur,Master’s degree,1-3 years,Python,50-249 employees,3-4,
1020,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,,,
1021,30-34,Man,India,Asia,Master’s degree,< 1 years,R,0-49 employees,0,
1022,22-24,Woman,India,Asia,Bachelor’s degree,I have never written code,,0-49 employees,0,
1023,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,SQL,"1000-9,999 employees",5-9, Oracle Database 
1024,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,1-3 years,Python,0-49 employees,10-14,
1025,25-29,Man,India,Asia,I prefer not to answer,1-3 years,Python,0-49 employees,1-2,
1026,40-44,Man,Philippines,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4, PostgreSQL 
1026,40-44,Man,Philippines,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4, MongoDB 
1026,40-44,Man,Philippines,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4, IBM Db2 
1027,22-24,Man,Nepal,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+, None
1028,30-34,Woman,Viet Nam,Asia,Master’s degree,5-10 years,R,"10,000 or more employees",1-2, SQLite 
1028,30-34,Woman,Viet Nam,Asia,Master’s degree,5-10 years,R,"10,000 or more employees",1-2, Microsoft SQL Server 
1028,30-34,Woman,Viet Nam,Asia,Master’s degree,5-10 years,R,"10,000 or more employees",1-2, Microsoft Azure SQL Database 
1028,30-34,Woman,Viet Nam,Asia,Master’s degree,5-10 years,R,"10,000 or more employees",1-2, Google Cloud BigQuery 
1028,30-34,Woman,Viet Nam,Asia,Master’s degree,5-10 years,R,"10,000 or more employees",1-2, Google Cloud Firestore 
1028,30-34,Woman,Viet Nam,Asia,Master’s degree,5-10 years,R,"10,000 or more employees",1-2, Google Cloud BigTable 
1029,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",0,MySQL 
1030,25-29,Man,Netherlands,Europa,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+, Microsoft SQL Server 
1030,25-29,Man,Netherlands,Europa,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+, Microsoft Azure SQL Database 
1031,30-34,Woman,Saudi Arabia,Asia,Doctoral degree,1-3 years,Python,"10,000 or more employees",15-19,
1032,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+, SQLite 
1032,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+, MongoDB 
1032,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+, Snowflake 
1032,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+, Amazon Redshift 
1032,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+, Amazon DynamoDB 
1033,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,Python,250-999 employees,10-14, Microsoft Azure SQL Database 
1034,45-49,Man,Egypt,África,Bachelor’s degree,I have never written code,,"1000-9,999 employees",10-14,
1035,40-44,Man,Egypt,África,Bachelor’s degree,5-10 years,SQL,,,
1036,25-29,Woman,Netherlands,Europa,Master’s degree,3-5 years,SQL,"10,000 or more employees",20+, Google Cloud BigQuery 
1036,25-29,Woman,Netherlands,Europa,Master’s degree,3-5 years,SQL,"10,000 or more employees",20+, Other
1037,50-54,Man,Mexico,América del Sur,Bachelor’s degree,5-10 years,R,50-249 employees,5-9,
1038,40-44,Man,Belarus,Europa,Master’s degree,1-3 years,Python,0-49 employees,3-4,MySQL 
1038,40-44,Man,Belarus,Europa,Master’s degree,1-3 years,Python,0-49 employees,3-4, PostgreSQL 
1038,40-44,Man,Belarus,Europa,Master’s degree,1-3 years,Python,0-49 employees,3-4, SQLite 
1038,40-44,Man,Belarus,Europa,Master’s degree,1-3 years,Python,0-49 employees,3-4, Microsoft SQL Server 
1039,35-39,Woman,United States of America,América del Norte,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",1-2,MySQL 
1040,22-24,Woman,Kenya,África,Bachelor’s degree,< 1 years,Python,0-49 employees,5-9,MySQL 
1040,22-24,Woman,Kenya,África,Bachelor’s degree,< 1 years,Python,0-49 employees,5-9, PostgreSQL 
1041,35-39,Man,Canada,América del Norte,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+,
1042,18-21,Man,Nigeria,África,Some college/university study without earning a bachelor’s degree,< 1 years,Javascript,50-249 employees,3-4,MySQL 
1042,18-21,Man,Nigeria,África,Some college/university study without earning a bachelor’s degree,< 1 years,Javascript,50-249 employees,3-4, Google Cloud SQL 
1043,45-49,Man,Russia,Asia,Doctoral degree,10-20 years,Python,0-49 employees,1-2,MySQL 
1043,45-49,Man,Russia,Asia,Doctoral degree,10-20 years,Python,0-49 employees,1-2, SQLite 
1044,55-59,Man,Singapore,Asia,Master’s degree,20+ years,Python,250-999 employees,1-2,
1045,40-44,Man,Colombia,América del Sur,Master’s degree,< 1 years,Python,250-999 employees,5-9, Oracle Database 
1045,40-44,Man,Colombia,América del Sur,Master’s degree,< 1 years,Python,250-999 employees,5-9, MongoDB 
1045,40-44,Man,Colombia,América del Sur,Master’s degree,< 1 years,Python,250-999 employees,5-9, Google Cloud BigQuery 
1045,40-44,Man,Colombia,América del Sur,Master’s degree,< 1 years,Python,250-999 employees,5-9, Google Cloud BigTable 
1046,35-39,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Python,"1000-9,999 employees",5-9, Oracle Database 
1046,35-39,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Python,"1000-9,999 employees",5-9, Microsoft SQL Server 
1046,35-39,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Python,"1000-9,999 employees",5-9, Microsoft Azure SQL Database 
1047,40-44,Man,Sweden,Europa,Master’s degree,3-5 years,Python,"10,000 or more employees",15-19,
1048,25-29,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,,,
1049,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",20+,
1050,25-29,Man,Malaysia,Asia,Master’s degree,I have never written code,,50-249 employees,5-9,
1051,55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,20+ years,Python,250-999 employees,5-9,
1052,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,1-3 years,Python,250-999 employees,3-4,MySQL 
1052,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,1-3 years,Python,250-999 employees,3-4, PostgreSQL 
1052,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,1-3 years,Python,250-999 employees,3-4, Microsoft Azure Cosmos DB 
1053,50-54,Man,Canada,América del Norte,Bachelor’s degree,10-20 years,SQL,"10,000 or more employees",20+, Microsoft SQL Server 
1054,30-34,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,"1000-9,999 employees",5-9,MySQL 
1054,30-34,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,"1000-9,999 employees",5-9, Microsoft SQL Server 
1055,30-34,Man,Russia,Asia,Master’s degree,1-3 years,R,"1000-9,999 employees",1-2,MySQL 
1055,30-34,Man,Russia,Asia,Master’s degree,1-3 years,R,"1000-9,999 employees",1-2, PostgreSQL 
1055,30-34,Man,Russia,Asia,Master’s degree,1-3 years,R,"1000-9,999 employees",1-2, SQLite 
1055,30-34,Man,Russia,Asia,Master’s degree,1-3 years,R,"1000-9,999 employees",1-2, Oracle Database 
1055,30-34,Man,Russia,Asia,Master’s degree,1-3 years,R,"1000-9,999 employees",1-2, Google Cloud BigQuery 
1056,22-24,Man,India,Asia,Some college/university study without earning a bachelor’s degree,I have never written code,,0-49 employees,0,
1057,25-29,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",15-19,MySQL 
1057,25-29,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",15-19, PostgreSQL 
1057,25-29,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",15-19, SQLite 
1057,25-29,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",15-19, Oracle Database 
1057,25-29,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",15-19, IBM Db2 
1057,25-29,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",15-19, Microsoft SQL Server 
1057,25-29,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",15-19, Google Cloud BigQuery 
1057,25-29,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",15-19, Google Cloud SQL 
1057,25-29,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",15-19, Google Cloud BigTable 
1058,25-29,Man,Argentina,América del Sur,Master’s degree,3-5 years,Python,"10,000 or more employees",20+,MySQL 
1058,25-29,Man,Argentina,América del Sur,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, PostgreSQL 
1058,25-29,Man,Argentina,América del Sur,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, MongoDB 
1059,30-34,Man,Russia,Asia,Master’s degree,1-3 years,Python,50-249 employees,1-2,
1060,22-24,Man,China,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,Python,50-249 employees,10-14, None
1061,30-34,Man,China,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2, None
1062,18-21,Man,China,Asia,Master’s degree,3-5 years,C++,0-49 employees,1-2,MySQL 
1063,40-44,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,0, Oracle Database 
1064,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,,,
1065,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,SQL,,,
1066,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,5-9,MySQL 
1066,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,5-9, PostgreSQL 
1066,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,5-9, Google Cloud SQL 
1067,22-24,Woman,Other,,Master’s degree,1-3 years,Python,0-49 employees,3-4, PostgreSQL 
1067,22-24,Woman,Other,,Master’s degree,1-3 years,Python,0-49 employees,3-4, SQLite 
1067,22-24,Woman,Other,,Master’s degree,1-3 years,Python,0-49 employees,3-4, Microsoft SQL Server 
1067,22-24,Woman,Other,,Master’s degree,1-3 years,Python,0-49 employees,3-4, Microsoft Azure SQL Database 
1068,35-39,Man,Taiwan,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2, None
1069,25-29,Man,Japan,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+, Google Cloud BigQuery 
1070,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",5-9,MySQL 
1070,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",5-9, Microsoft SQL Server 
1071,40-44,Woman,Ecuador,América del Sur,Bachelor’s degree,3-5 years,R,"1000-9,999 employees",3-4,
1072,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+,
1073,22-24,Man,China,Asia,Bachelor’s degree,< 1 years,Python,250-999 employees,5-9,
1074,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,Python,"1000-9,999 employees",20+, None
1075,22-24,Woman,Kenya,África,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Microsoft SQL Server 
1076,25-29,Man,China,Asia,Doctoral degree,1-3 years,Python,0-49 employees,1-2,
1077,22-24,Woman,Nigeria,África,Bachelor’s degree,< 1 years,SQL,0-49 employees,1-2, PostgreSQL 
1078,30-34,Woman,Nigeria,África,Master’s degree,I have never written code,,"1000-9,999 employees",20+,
1079,45-49,Woman,Turkey,África,No formal education past high school,I have never written code,,"10,000 or more employees",0,
1080,40-44,Man,Other,,Some college/university study without earning a bachelor’s degree,< 1 years,Python,50-249 employees,3-4, Google Cloud BigQuery 
1080,40-44,Man,Other,,Some college/university study without earning a bachelor’s degree,< 1 years,Python,50-249 employees,3-4, Google Cloud Firestore 
1081,35-39,Man,Australia,Oceanía,Master’s degree,10-20 years,Python,"10,000 or more employees",20+, SQLite 
1081,35-39,Man,Australia,Oceanía,Master’s degree,10-20 years,Python,"10,000 or more employees",20+, IBM Db2 
1081,35-39,Man,Australia,Oceanía,Master’s degree,10-20 years,Python,"10,000 or more employees",20+, Google Cloud BigQuery 
1082,30-34,Man,Other,,Master’s degree,1-3 years,Python,250-999 employees,0,
1083,35-39,Woman,India,Asia,Bachelor’s degree,I have never written code,,"10,000 or more employees",20+,
1084,30-34,Woman,India,Asia,Master’s degree,< 1 years,SQL,"10,000 or more employees",5-9,MySQL 
1084,30-34,Woman,India,Asia,Master’s degree,< 1 years,SQL,"10,000 or more employees",5-9, PostgreSQL 
1085,30-34,Man,India,Asia,Master’s degree,3-5 years,Python,250-999 employees,5-9, PostgreSQL 
1085,30-34,Man,India,Asia,Master’s degree,3-5 years,Python,250-999 employees,5-9, MongoDB 
1086,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,
1087,22-24,Woman,Malaysia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,0, MongoDB 
1088,45-49,Woman,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,< 1 years,Python,50-249 employees,3-4, PostgreSQL 
1089,22-24,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Python,50-249 employees,0, Google Cloud BigQuery 
1090,25-29,Man,Pakistan,Asia,Bachelor’s degree,3-5 years,Java,250-999 employees,5-9,MySQL 
1091,25-29,Man,Greece,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, None
1092,30-34,Man,India,Asia,Master’s degree,5-10 years,Python,"1000-9,999 employees",3-4, Oracle Database 
1093,25-29,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+,
1094,25-29,Man,India,Asia,Master’s degree,I have never written code,,0-49 employees,3-4,
1095,55-59,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,R,"1000-9,999 employees",10-14, None
1096,30-34,Man,Other,,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4,MySQL 
1096,30-34,Man,Other,,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4, Microsoft SQL Server 
1097,25-29,Man,Japan,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",1-2, None
1098,35-39,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",20+, Microsoft SQL Server 
1099,55-59,Man,Italy,Europa,Bachelor’s degree,I have never written code,,0-49 employees,0,
1100,25-29,Man,Saudi Arabia,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,0, Microsoft SQL Server 
1101,35-39,Man,Viet Nam,Asia,Professional doctorate,< 1 years,Bash,0-49 employees,1-2, Google Cloud BigQuery 
1101,35-39,Man,Viet Nam,Asia,Professional doctorate,< 1 years,Bash,0-49 employees,1-2, Google Cloud Firestore 
1101,35-39,Man,Viet Nam,Asia,Professional doctorate,< 1 years,Bash,0-49 employees,1-2, Google Cloud BigTable 
1102,25-29,Woman,Taiwan,Asia,Bachelor’s degree,1-3 years,Python,,,
1103,35-39,Man,Poland,Europa,Doctoral degree,5-10 years,Python,250-999 employees,1-2,MySQL 
1103,35-39,Man,Poland,Europa,Doctoral degree,5-10 years,Python,250-999 employees,1-2, SQLite 
1104,25-29,Man,China,Asia,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+, None
1105,40-44,Man,Ireland,Europa,Master’s degree,1-3 years,SQL,"1000-9,999 employees",3-4, PostgreSQL 
1105,40-44,Man,Ireland,Europa,Master’s degree,1-3 years,SQL,"1000-9,999 employees",3-4, Oracle Database 
1105,40-44,Man,Ireland,Europa,Master’s degree,1-3 years,SQL,"1000-9,999 employees",3-4, Amazon Redshift 
1106,30-34,Man,Poland,Europa,Master’s degree,< 1 years,R,"10,000 or more employees",1-2, None
1107,30-34,Woman,Other,,Doctoral degree,1-3 years,Python,"1000-9,999 employees",3-4,
1108,25-29,Man,Russia,Asia,Bachelor’s degree,< 1 years,Python,250-999 employees,3-4, PostgreSQL 
1108,25-29,Man,Russia,Asia,Bachelor’s degree,< 1 years,Python,250-999 employees,3-4, MongoDB 
1108,25-29,Man,Russia,Asia,Bachelor’s degree,< 1 years,Python,250-999 employees,3-4, Google Cloud BigQuery 
1109,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,MySQL 
1110,22-24,Woman,India,Asia,Master’s degree,I have never written code,,0-49 employees,0,
1111,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,10-14,
1112,25-29,Man,Other,,Bachelor’s degree,5-10 years,Python,50-249 employees,1-2, PostgreSQL 
1112,25-29,Man,Other,,Bachelor’s degree,5-10 years,Python,50-249 employees,1-2, Oracle Database 
1112,25-29,Man,Other,,Bachelor’s degree,5-10 years,Python,50-249 employees,1-2, Amazon RDS 
1112,25-29,Man,Other,,Bachelor’s degree,5-10 years,Python,50-249 employees,1-2, Amazon DynamoDB 
1112,25-29,Man,Other,,Bachelor’s degree,5-10 years,Python,50-249 employees,1-2, Google Cloud BigQuery 
1112,25-29,Man,Other,,Bachelor’s degree,5-10 years,Python,50-249 employees,1-2, Google Cloud Firestore 
1112,25-29,Man,Other,,Bachelor’s degree,5-10 years,Python,50-249 employees,1-2, Google Cloud BigTable 
1113,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,1-3 years,SQL,"10,000 or more employees",20+, None
1114,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+,MySQL 
1114,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+, PostgreSQL 
1114,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+, Oracle Database 
1114,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+, MongoDB 
1114,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+, Microsoft SQL Server 
1114,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+, Microsoft Azure SQL Database 
1114,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+, Microsoft Azure Cosmos DB 
1115,22-24,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2,MySQL 
1116,25-29,Man,Argentina,América del Sur,Bachelor’s degree,1-3 years,Python,0-49 employees,0,
1117,22-24,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,SQL,"1000-9,999 employees",5-9, Amazon Redshift 
1118,25-29,Woman,Russia,Asia,Master’s degree,1-3 years,Python,250-999 employees,5-9, Google Cloud BigQuery 
1118,25-29,Woman,Russia,Asia,Master’s degree,1-3 years,Python,250-999 employees,5-9, Google Cloud SQL 
1119,40-44,Man,Egypt,África,Master’s degree,10-20 years,Python,"1000-9,999 employees",10-14, PostgreSQL 
1119,40-44,Man,Egypt,África,Master’s degree,10-20 years,Python,"1000-9,999 employees",10-14, Microsoft SQL Server 
1120,35-39,Man,Hong Kong (S.A.R.),Asia,Master’s degree,3-5 years,Python,250-999 employees,3-4,
1121,25-29,Woman,India,Asia,Master’s degree,I have never written code,,0-49 employees,0,
1122,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",5-9,
1123,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"1000-9,999 employees",20+,
1124,22-24,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,Python,250-999 employees,5-9,
1125,30-34,Man,Other,,Master’s degree,3-5 years,Python,250-999 employees,1-2,
1126,22-24,Woman,India,Asia,Master’s degree,1-3 years,Python,250-999 employees,10-14,
1127,30-34,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,R,"10,000 or more employees",3-4, None
1128,30-34,Woman,Other,,Professional doctorate,5-10 years,Python,"1000-9,999 employees",3-4,MySQL 
1128,30-34,Woman,Other,,Professional doctorate,5-10 years,Python,"1000-9,999 employees",3-4, PostgreSQL 
1128,30-34,Woman,Other,,Professional doctorate,5-10 years,Python,"1000-9,999 employees",3-4, SQLite 
1128,30-34,Woman,Other,,Professional doctorate,5-10 years,Python,"1000-9,999 employees",3-4, Oracle Database 
1128,30-34,Woman,Other,,Professional doctorate,5-10 years,Python,"1000-9,999 employees",3-4, MongoDB 
1128,30-34,Woman,Other,,Professional doctorate,5-10 years,Python,"1000-9,999 employees",3-4, Microsoft SQL Server 
1129,40-44,Man,Russia,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",5-9,
1130,40-44,Man,Mexico,América del Sur,Master’s degree,5-10 years,C,"10,000 or more employees",20+,
1131,30-34,Man,Nigeria,África,Bachelor’s degree,1-3 years,SQL,"1000-9,999 employees",3-4, PostgreSQL 
1131,30-34,Man,Nigeria,África,Bachelor’s degree,1-3 years,SQL,"1000-9,999 employees",3-4, Microsoft SQL Server 
1131,30-34,Man,Nigeria,África,Bachelor’s degree,1-3 years,SQL,"1000-9,999 employees",3-4, Microsoft Azure Cosmos DB 
1132,25-29,Man,Poland,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, None
1133,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,
1134,25-29,Man,Nigeria,África,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",3-4,
1135,35-39,Man,Egypt,África,Bachelor’s degree,I have never written code,,250-999 employees,0,
1136,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,R,,,
1137,30-34,Man,Israel,Asia,No formal education past high school,5-10 years,SQL,"1000-9,999 employees",5-9,
1138,40-44,Man,Brazil,América del Sur,Bachelor’s degree,3-5 years,Python,50-249 employees,5-9, Microsoft Azure Cosmos DB 
1139,22-24,Man,Ghana,África,Bachelor’s degree,< 1 years,Python,0-49 employees,3-4,MySQL 
1139,22-24,Man,Ghana,África,Bachelor’s degree,< 1 years,Python,0-49 employees,3-4, Microsoft SQL Server 
1139,22-24,Man,Ghana,África,Bachelor’s degree,< 1 years,Python,0-49 employees,3-4, Amazon RDS 
1139,22-24,Man,Ghana,África,Bachelor’s degree,< 1 years,Python,0-49 employees,3-4, Amazon DynamoDB 
1140,35-39,Woman,United States of America,América del Norte,Bachelor’s degree,20+ years,Python,,,
1141,35-39,Man,Egypt,África,Doctoral degree,1-3 years,Python,"1000-9,999 employees",10-14, PostgreSQL 
1141,35-39,Man,Egypt,África,Doctoral degree,1-3 years,Python,"1000-9,999 employees",10-14, Google Cloud BigQuery 
1142,35-39,Man,Russia,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,MySQL 
1142,35-39,Man,Russia,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, PostgreSQL 
1143,35-39,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4,
1144,22-24,Man,Other,,Master’s degree,< 1 years,Python,0-49 employees,10-14, None
1145,30-34,Man,Viet Nam,Asia,Professional doctorate,< 1 years,Python,250-999 employees,1-2,
1146,35-39,Man,South Korea,Asia,Master’s degree,< 1 years,Python,"1000-9,999 employees",0, None
1147,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,3-4,
1148,35-39,Man,United States of America,América del Norte,Master’s degree,10-20 years,Python,"10,000 or more employees",5-9, Google Cloud BigTable 
1149,22-24,Man,Spain,Europa,Master’s degree,1-3 years,Python,,,
1150,35-39,Woman,India,Asia,Master’s degree,1-3 years,SQL,,,
1151,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,SQL,50-249 employees,5-9,
1152,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,50-249 employees,0,
1153,40-44,Man,United States of America,América del Norte,Master’s degree,3-5 years,SQL,"10,000 or more employees",10-14,
1154,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,SQL,250-999 employees,1-2, None
1155,25-29,Man,Bangladesh,Asia,Doctoral degree,3-5 years,Python,250-999 employees,10-14,MySQL 
1155,25-29,Man,Bangladesh,Asia,Doctoral degree,3-5 years,Python,250-999 employees,10-14, PostgreSQL 
1156,30-34,Man,India,Asia,I prefer not to answer,1-3 years,Python,,,
1157,25-29,Woman,Austria,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,50-249 employees,10-14,
1158,25-29,Woman,India,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, Snowflake 
1158,25-29,Woman,India,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, IBM Db2 
1159,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,Python,0-49 employees,1-2, None
1160,45-49,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,5-10 years,Python,50-249 employees,3-4, Amazon Redshift 
1160,45-49,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,5-10 years,Python,50-249 employees,3-4, Amazon Aurora 
1160,45-49,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,5-10 years,Python,50-249 employees,3-4, Amazon RDS 
1160,45-49,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,5-10 years,Python,50-249 employees,3-4, Google Cloud BigQuery 
1161,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,SQL,0-49 employees,1-2,MySQL 
1161,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,SQL,0-49 employees,1-2, Amazon Redshift 
1162,45-49,Woman,Sweden,Europa,Professional doctorate,5-10 years,Python,"10,000 or more employees",3-4, Google Cloud SQL 
1163,25-29,Man,Other,,Master’s degree,I have never written code,,50-249 employees,1-2,
1164,30-34,Woman,Nigeria,África,Master’s degree,I have never written code,,50-249 employees,1-2,
1165,60-69,Man,Israel,Asia,Doctoral degree,20+ years,Python,250-999 employees,5-9,MySQL 
1165,60-69,Man,Israel,Asia,Doctoral degree,20+ years,Python,250-999 employees,5-9, SQLite 
1166,60-69,Man,United States of America,América del Norte,Master’s degree,5-10 years,R,"1000-9,999 employees",20+, Other
1167,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,,,
1168,35-39,Woman,Ukraine,Europa,No formal education past high school,< 1 years,Python,,,
1169,22-24,Man,India,Asia,Master’s degree,I have never written code,,0-49 employees,0,
1170,18-21,Woman,Indonesia,Asia,Bachelor’s degree,1-3 years,R,0-49 employees,1-2,
1171,30-34,Woman,United States of America,América del Norte,Master’s degree,5-10 years,R,"1000-9,999 employees",1-2,
1172,22-24,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,SQL,"10,000 or more employees",10-14,
1173,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,"10,000 or more employees",20+,MySQL 
1173,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,"10,000 or more employees",20+, Oracle Database 
1173,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,"10,000 or more employees",20+, MongoDB 
1174,35-39,Man,Switzerland,Europa,Doctoral degree,5-10 years,Python,50-249 employees,5-9, None
1175,25-29,Man,Japan,Asia,Master’s degree,< 1 years,Python,"1000-9,999 employees",5-9,
1176,40-44,Prefer not to say,United States of America,América del Norte,Bachelor’s degree,3-5 years,Python,"1000-9,999 employees",20+, Other
1177,30-34,Man,China,Asia,Doctoral degree,5-10 years,Python,250-999 employees,20+,MySQL 
