,age,gender,q3,continente,q4,q6,q9,q21,q22
1158,25-29,Woman,India,Asia,Master’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",20+
1159,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,RStudio ,0-49 employees,1-2
1159,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,0-49 employees,1-2
1160,45-49,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,5-10 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,3-4
1160,45-49,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,5-10 years,Jupyter Notebook,50-249 employees,3-4
1160,45-49,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,5-10 years, Other,50-249 employees,3-4
1161,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,Jupyter Notebook,0-49 employees,1-2
1162,45-49,Woman,Sweden,Europa,Professional doctorate,5-10 years,RStudio ,"10,000 or more employees",3-4
1163,25-29,Man,Other,,Master’s degree,I have never written code,,50-249 employees,1-2
1164,30-34,Woman,Nigeria,África,Master’s degree,I have never written code,,50-249 employees,1-2
1165,60-69,Man,Israel,Asia,Doctoral degree,20+ years,PyCharm ,250-999 employees,5-9
1165,60-69,Man,Israel,Asia,Doctoral degree,20+ years, Notepad++,250-999 employees,5-9
1165,60-69,Man,Israel,Asia,Doctoral degree,20+ years, Other,250-999 employees,5-9
1166,60-69,Man,United States of America,América del Norte,Master’s degree,5-10 years,RStudio ,"1000-9,999 employees",20+
1166,60-69,Man,United States of America,América del Norte,Master’s degree,5-10 years, Sublime Text,"1000-9,999 employees",20+
1166,60-69,Man,United States of America,América del Norte,Master’s degree,5-10 years,Jupyter Notebook,"1000-9,999 employees",20+
1167,22-24,Man,India,Asia,Master’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,,
1167,22-24,Man,India,Asia,Master’s degree,< 1 years,Visual Studio ,,
1168,35-39,Woman,Ukraine,Europa,No formal education past high school,< 1 years,PyCharm ,,
1168,35-39,Woman,Ukraine,Europa,No formal education past high school,< 1 years,Jupyter Notebook,,
1169,22-24,Man,India,Asia,Master’s degree,I have never written code,,0-49 employees,0
1170,18-21,Woman,Indonesia,Asia,Bachelor’s degree,1-3 years,RStudio ,0-49 employees,1-2
1170,18-21,Woman,Indonesia,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,1-2
1171,30-34,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Jupyter Notebook,"1000-9,999 employees",1-2
1172,22-24,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,"10,000 or more employees",10-14
1172,22-24,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,Jupyter Notebook,"10,000 or more employees",10-14
1173,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,Jupyter Notebook,"10,000 or more employees",20+
1174,35-39,Man,Switzerland,Europa,Doctoral degree,5-10 years,RStudio ,50-249 employees,5-9
1174,35-39,Man,Switzerland,Europa,Doctoral degree,5-10 years, Spyder,50-249 employees,5-9
1174,35-39,Man,Switzerland,Europa,Doctoral degree,5-10 years, Notepad++,50-249 employees,5-9
1174,35-39,Man,Switzerland,Europa,Doctoral degree,5-10 years, Vim / Emacs,50-249 employees,5-9
1174,35-39,Man,Switzerland,Europa,Doctoral degree,5-10 years,Jupyter Notebook,50-249 employees,5-9
1175,25-29,Man,Japan,Asia,Master’s degree,< 1 years,RStudio ,"1000-9,999 employees",5-9
1175,25-29,Man,Japan,Asia,Master’s degree,< 1 years,Jupyter Notebook,"1000-9,999 employees",5-9
1176,40-44,Prefer not to say,United States of America,América del Norte,Bachelor’s degree,3-5 years, Notepad++,"1000-9,999 employees",20+
1176,40-44,Prefer not to say,United States of America,América del Norte,Bachelor’s degree,3-5 years, Other,"1000-9,999 employees",20+
1177,30-34,Man,China,Asia,Doctoral degree,5-10 years,Jupyter-JupyterLab-JupyterNotebooks ,250-999 employees,20+
1177,30-34,Man,China,Asia,Doctoral degree,5-10 years,Visual Studio Code (VSCode) ,250-999 employees,20+
1177,30-34,Man,China,Asia,Doctoral degree,5-10 years,PyCharm ,250-999 employees,20+
1178,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,1-2
1178,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,RStudio ,50-249 employees,1-2
1178,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,PyCharm ,50-249 employees,1-2
1178,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,Jupyter Notebook,50-249 employees,1-2
1179,30-34,Man,China,Asia,Bachelor’s degree,I have never written code,,250-999 employees,1-2
1180,25-29,Woman,France,Europa,Master’s degree,1-3 years,Jupyter Notebook,0-49 employees,
1181,25-29,Man,Egypt,África,Bachelor’s degree,< 1 years,Jupyter Notebook,50-249 employees,3-4
1182,30-34,Man,Egypt,África,Master’s degree,< 1 years,Jupyter Notebook,,
1183,25-29,Prefer not to say,India,Asia,Master’s degree,3-5 years,RStudio ,0-49 employees,5-9
1183,25-29,Prefer not to say,India,Asia,Master’s degree,3-5 years, Spyder,0-49 employees,5-9
1184,25-29,Man,India,Asia,Master’s degree,< 1 years,PyCharm ,"10,000 or more employees",3-4
1184,25-29,Man,India,Asia,Master’s degree,< 1 years,Jupyter Notebook,"10,000 or more employees",3-4
1185,45-49,Man,Spain,Europa,Master’s degree,5-10 years,Jupyter Notebook,0-49 employees,5-9
1186,25-29,Woman,India,Asia,Bachelor’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",5-9
1186,25-29,Woman,India,Asia,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,"10,000 or more employees",5-9
1186,25-29,Woman,India,Asia,Bachelor’s degree,3-5 years,PyCharm ,"10,000 or more employees",5-9
1186,25-29,Woman,India,Asia,Bachelor’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",5-9
1187,22-24,Woman,India,Asia,Master’s degree,< 1 years,PyCharm ,"10,000 or more employees",20+
1188,22-24,Man,China,Asia,Master’s degree,< 1 years, None,0-49 employees,0
1189,60-69,Man,Argentina,América del Sur,Master’s degree,I have never written code,,0-49 employees,0
1190,25-29,Man,Japan,Asia,Master’s degree,< 1 years,Jupyter Notebook,0-49 employees,0
1191,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",20+
1191,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,RStudio ,"10,000 or more employees",20+
1191,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,"10,000 or more employees",20+
1192,35-39,Man,Australia,Oceanía,Master’s degree,< 1 years,RStudio ,0-49 employees,1-2
1192,35-39,Man,Australia,Oceanía,Master’s degree,< 1 years,Jupyter Notebook,0-49 employees,1-2
1193,35-39,Man,Colombia,América del Sur,Master’s degree,1-3 years,RStudio ,250-999 employees,0
1193,35-39,Man,Colombia,América del Sur,Master’s degree,1-3 years, Vim / Emacs,250-999 employees,0
1194,40-44,Man,Ukraine,Europa,Master’s degree,20+ years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,1-2
1194,40-44,Man,Ukraine,Europa,Master’s degree,20+ years, Notepad++,0-49 employees,1-2
1194,40-44,Man,Ukraine,Europa,Master’s degree,20+ years,Jupyter Notebook,0-49 employees,1-2
1195,45-49,Man,India,Asia,Doctoral degree,10-20 years, Notepad++,0-49 employees,3-4
1196,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",10-14
1197,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Jupyter Notebook,"1000-9,999 employees",20+
1198,22-24,Man,Japan,Asia,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,1-2
1198,22-24,Man,Japan,Asia,Bachelor’s degree,1-3 years,Visual Studio ,50-249 employees,1-2
1198,22-24,Man,Japan,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,50-249 employees,1-2
1199,35-39,Man,Colombia,América del Sur,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,250-999 employees,5-9
1199,35-39,Man,Colombia,América del Sur,Master’s degree,1-3 years,PyCharm ,250-999 employees,5-9
1199,35-39,Man,Colombia,América del Sur,Master’s degree,1-3 years,Jupyter Notebook,250-999 employees,5-9
1200,35-39,Man,Germany,Europa,Bachelor’s degree,10-20 years, Notepad++,"10,000 or more employees",1-2
1200,35-39,Man,Germany,Europa,Bachelor’s degree,10-20 years,Jupyter Notebook,"10,000 or more employees",1-2
1201,35-39,Man,India,Asia,Master’s degree,10-20 years,PyCharm ,"10,000 or more employees",3-4
1201,35-39,Man,India,Asia,Master’s degree,10-20 years,Jupyter Notebook,"10,000 or more employees",3-4
1202,60-69,Man,United States of America,América del Norte,Master’s degree,10-20 years, Notepad++,250-999 employees,3-4
1202,60-69,Man,United States of America,América del Norte,Master’s degree,10-20 years,Jupyter Notebook,250-999 employees,3-4
1203,25-29,Man,Nigeria,África,Master’s degree,< 1 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",20+
1204,22-24,Man,Mexico,América del Sur,Bachelor’s degree,< 1 years,RStudio ,"10,000 or more employees",1-2
1204,22-24,Man,Mexico,América del Sur,Bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,"10,000 or more employees",1-2
1204,22-24,Man,Mexico,América del Sur,Bachelor’s degree,< 1 years, Sublime Text,"10,000 or more employees",1-2
1204,22-24,Man,Mexico,América del Sur,Bachelor’s degree,< 1 years,Jupyter Notebook,"10,000 or more employees",1-2
1205,18-21,Man,Pakistan,Asia,Master’s degree,< 1 years,Jupyter Notebook,0-49 employees,1-2
1206,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,Jupyter Notebook,"1000-9,999 employees",20+
1207,25-29,Man,Japan,Asia,Master’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",20+
1207,25-29,Man,Japan,Asia,Master’s degree,3-5 years, Vim / Emacs,"1000-9,999 employees",20+
1207,25-29,Man,Japan,Asia,Master’s degree,3-5 years,Jupyter Notebook,"1000-9,999 employees",20+
1208,25-29,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,1-3 years, Other,"1000-9,999 employees",1-2
1209,30-34,Man,Greece,Europa,Doctoral degree,3-5 years,Jupyter Notebook,"10,000 or more employees",3-4
1210,30-34,Man,Mexico,América del Sur,Master’s degree,3-5 years,RStudio ,"1000-9,999 employees",3-4
1210,30-34,Man,Mexico,América del Sur,Master’s degree,3-5 years,Visual Studio ,"1000-9,999 employees",3-4
1210,30-34,Man,Mexico,América del Sur,Master’s degree,3-5 years,Jupyter Notebook,"1000-9,999 employees",3-4
1211,25-29,Woman,United States of America,América del Norte,I prefer not to answer,< 1 years,Jupyter Notebook,0-49 employees,1-2
1212,22-24,Prefer not to say,Indonesia,Asia,I prefer not to answer,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,250-999 employees,5-9
1212,22-24,Prefer not to say,Indonesia,Asia,I prefer not to answer,< 1 years,Visual Studio Code (VSCode) ,250-999 employees,5-9
1212,22-24,Prefer not to say,Indonesia,Asia,I prefer not to answer,< 1 years,Jupyter Notebook,250-999 employees,5-9
1213,50-54,Man,Spain,Europa,Master’s degree,3-5 years,Jupyter Notebook,0-49 employees,1-2
1214,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,20+
1214,25-29,Man,India,Asia,Bachelor’s degree,< 1 years, Sublime Text,50-249 employees,20+
1215,22-24,Woman,India,Asia,I prefer not to answer,< 1 years,RStudio ,0-49 employees,3-4
1215,22-24,Woman,India,Asia,I prefer not to answer,< 1 years,Jupyter Notebook,0-49 employees,3-4
1216,25-29,Man,Canada,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,RStudio ,250-999 employees,5-9
1216,25-29,Man,Canada,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years, Sublime Text,250-999 employees,5-9
1216,25-29,Man,Canada,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,Jupyter Notebook,250-999 employees,5-9
1217,35-39,Man,Australia,Oceanía,Master’s degree,3-5 years,Visual Studio Code (VSCode) ,250-999 employees,5-9
1217,35-39,Man,Australia,Oceanía,Master’s degree,3-5 years,Jupyter Notebook,250-999 employees,5-9
1218,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,50-249 employees,20+
1218,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,PyCharm ,50-249 employees,20+
1218,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,50-249 employees,20+
1219,18-21,Woman,Egypt,África,Bachelor’s degree,1-3 years,PyCharm ,0-49 employees,1-2
1219,18-21,Woman,Egypt,África,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,1-2
1220,18-21,Man,India,Asia,Master’s degree,1-3 years,RStudio ,0-49 employees,1-2
1220,18-21,Man,India,Asia,Master’s degree,1-3 years,Jupyter Notebook,0-49 employees,1-2
1221,40-44,Man,Spain,Europa,Bachelor’s degree,3-5 years, Notepad++,0-49 employees,0
1221,40-44,Man,Spain,Europa,Bachelor’s degree,3-5 years, Vim / Emacs,0-49 employees,0
1221,40-44,Man,Spain,Europa,Bachelor’s degree,3-5 years, Other,0-49 employees,0
1222,22-24,Man,India,Asia,Master’s degree,1-3 years,Visual Studio ,50-249 employees,3-4
1222,22-24,Man,India,Asia,Master’s degree,1-3 years,PyCharm ,50-249 employees,3-4
1223,35-39,Man,Nigeria,África,Master’s degree,< 1 years,RStudio ,250-999 employees,15-19
1223,35-39,Man,Nigeria,África,Master’s degree,< 1 years, Spyder,250-999 employees,15-19
1223,35-39,Man,Nigeria,África,Master’s degree,< 1 years, Notepad++,250-999 employees,15-19
1223,35-39,Man,Nigeria,África,Master’s degree,< 1 years,Jupyter Notebook,250-999 employees,15-19
1224,25-29,Man,India,Asia,Some college/university study without earning a bachelor’s degree,< 1 years, None,"10,000 or more employees",10-14
1225,22-24,Man,Kenya,África,Bachelor’s degree,1-3 years,PyCharm ,0-49 employees,1-2
1225,22-24,Man,Kenya,África,Bachelor’s degree,1-3 years, Notepad++,0-49 employees,1-2
1226,30-34,Man,Russia,Asia,Master’s degree,5-10 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",5-9
1226,30-34,Man,Russia,Asia,Master’s degree,5-10 years,PyCharm ,"1000-9,999 employees",5-9
1226,30-34,Man,Russia,Asia,Master’s degree,5-10 years, Notepad++,"1000-9,999 employees",5-9
1227,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",3-4
1227,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,1-3 years,RStudio ,"1000-9,999 employees",3-4
1227,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",3-4
1227,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",3-4
1228,25-29,Man,Indonesia,Asia,Bachelor’s degree,5-10 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",20+
1228,25-29,Man,Indonesia,Asia,Bachelor’s degree,5-10 years,RStudio ,"1000-9,999 employees",20+
1228,25-29,Man,Indonesia,Asia,Bachelor’s degree,5-10 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",20+
1228,25-29,Man,Indonesia,Asia,Bachelor’s degree,5-10 years, Sublime Text,"1000-9,999 employees",20+
1228,25-29,Man,Indonesia,Asia,Bachelor’s degree,5-10 years,Jupyter Notebook,"1000-9,999 employees",20+
1229,25-29,Woman,India,Asia,I prefer not to answer,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,3-4
1230,35-39,Man,India,Asia,Master’s degree,5-10 years, Other,"10,000 or more employees",20+
1231,22-24,Man,Other,,Master’s degree,< 1 years,Visual Studio ,0-49 employees,3-4
1231,22-24,Man,Other,,Master’s degree,< 1 years,Jupyter Notebook,0-49 employees,3-4
1232,18-21,Man,Nigeria,África,Bachelor’s degree,< 1 years,Jupyter Notebook,0-49 employees,1-2
1233,25-29,Man,India,Asia,Master’s degree,1-3 years, Notepad++,"10,000 or more employees",1-2
1233,25-29,Man,India,Asia,Master’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",1-2
1234,22-24,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,RStudio ,250-999 employees,5-9
1234,22-24,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,250-999 employees,5-9
1234,22-24,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,Jupyter Notebook,250-999 employees,5-9
1235,25-29,Man,India,Asia,Master’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",20+
1236,25-29,Man,India,Asia,Master’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",20+
1236,25-29,Man,India,Asia,Master’s degree,< 1 years,Jupyter Notebook,"10,000 or more employees",20+
1236,25-29,Man,India,Asia,Master’s degree,< 1 years, Other,"10,000 or more employees",20+
1237,50-54,Woman,United States of America,América del Norte,Master’s degree,3-5 years,Visual Studio ,"1000-9,999 employees",10-14
1237,50-54,Woman,United States of America,América del Norte,Master’s degree,3-5 years,Jupyter Notebook,"1000-9,999 employees",10-14
1238,30-34,Man,United States of America,América del Norte,Master’s degree,10-20 years,RStudio ,"1000-9,999 employees",20+
1238,30-34,Man,United States of America,América del Norte,Master’s degree,10-20 years, Vim / Emacs,"1000-9,999 employees",20+
1239,25-29,Man,Canada,América del Norte,Master’s degree,5-10 years, Notepad++,0-49 employees,1-2
1239,25-29,Man,Canada,América del Norte,Master’s degree,5-10 years,Jupyter Notebook,0-49 employees,1-2
1240,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years,Visual Studio ,,
1240,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,,
1240,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years,MATLAB ,,
1241,30-34,Man,Ukraine,Europa,Master’s degree,1-3 years,PyCharm ,"10,000 or more employees",20+
1241,30-34,Man,Ukraine,Europa,Master’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",20+
1242,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,50-249 employees,3-4
1243,35-39,Man,India,Asia,Master’s degree,1-3 years,RStudio ,0-49 employees,1-2
1244,40-44,Man,Philippines,Asia,Master’s degree,1-3 years,RStudio ,"10,000 or more employees",20+
1245,55-59,Man,Other,,Some college/university study without earning a bachelor’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,1-2
1246,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",20+
1246,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,RStudio ,"10,000 or more employees",20+
1246,25-29,Man,India,Asia,Bachelor’s degree,1-3 years, Spyder,"10,000 or more employees",20+
1246,25-29,Man,India,Asia,Bachelor’s degree,1-3 years, Sublime Text,"10,000 or more employees",20+
1246,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",20+
1247,22-24,Man,Taiwan,Asia,Master’s degree,1-3 years,RStudio ,250-999 employees,3-4
1247,22-24,Man,Taiwan,Asia,Master’s degree,1-3 years,Jupyter Notebook,250-999 employees,3-4
1248,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years,RStudio ,0-49 employees,0
1248,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years,Visual Studio ,0-49 employees,0
1248,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years,Visual Studio Code (VSCode) ,0-49 employees,0
1248,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years, Sublime Text,0-49 employees,0
1248,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years,Jupyter Notebook,0-49 employees,0
1249,35-39,Man,Argentina,América del Sur,Master’s degree,< 1 years, None,0-49 employees,1-2
1250,40-44,Man,Other,,No formal education past high school,5-10 years,Visual Studio ,0-49 employees,3-4
1250,40-44,Man,Other,,No formal education past high school,5-10 years, Notepad++,0-49 employees,3-4
1251,25-29,Woman,India,Asia,Master’s degree,5-10 years,Visual Studio ,0-49 employees,1-2
1251,25-29,Woman,India,Asia,Master’s degree,5-10 years,Jupyter Notebook,0-49 employees,1-2
1252,30-34,Man,Other,,Master’s degree,5-10 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",0
1252,30-34,Man,Other,,Master’s degree,5-10 years,Jupyter Notebook,"1000-9,999 employees",0
1252,30-34,Man,Other,,Master’s degree,5-10 years, Other,"1000-9,999 employees",0
1253,18-21,Man,China,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",1-2
1253,18-21,Man,China,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,PyCharm ,"1000-9,999 employees",1-2
1253,18-21,Man,China,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,MATLAB ,"1000-9,999 employees",1-2
1253,18-21,Man,China,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Jupyter Notebook,"1000-9,999 employees",1-2
1254,18-21,Woman,Indonesia,Asia,Bachelor’s degree,< 1 years,RStudio ,,
1255,22-24,Man,Nigeria,África,Master’s degree,< 1 years,Jupyter Notebook,250-999 employees,1-2
1256,25-29,Man,Nepal,Asia,Master’s degree,3-5 years,Visual Studio Code (VSCode) ,250-999 employees,15-19
1256,25-29,Man,Nepal,Asia,Master’s degree,3-5 years,Jupyter Notebook,250-999 employees,15-19
1257,30-34,Man,South Korea,Asia,Master’s degree,5-10 years,Jupyter-JupyterLab-JupyterNotebooks ,250-999 employees,20+
1258,30-34,Man,India,Asia,Master’s degree,5-10 years,Jupyter Notebook,"10,000 or more employees",20+
1259,45-49,Man,Poland,Europa,Bachelor’s degree,10-20 years,PyCharm ,"1000-9,999 employees",20+
1259,45-49,Man,Poland,Europa,Bachelor’s degree,10-20 years, Spyder,"1000-9,999 employees",20+
1259,45-49,Man,Poland,Europa,Bachelor’s degree,10-20 years,Jupyter Notebook,"1000-9,999 employees",20+
1260,30-34,Man,India,Asia,Master’s degree,5-10 years,Visual Studio Code (VSCode) ,"10,000 or more employees",3-4
1260,30-34,Man,India,Asia,Master’s degree,5-10 years,PyCharm ,"10,000 or more employees",3-4
1260,30-34,Man,India,Asia,Master’s degree,5-10 years, Sublime Text,"10,000 or more employees",3-4
1260,30-34,Man,India,Asia,Master’s degree,5-10 years,Jupyter Notebook,"10,000 or more employees",3-4
1261,22-24,Woman,Egypt,África,Some college/university study without earning a bachelor’s degree,3-5 years,Jupyter Notebook,0-49 employees,0
1262,50-54,Man,India,Asia,Master’s degree,10-20 years,Jupyter-JupyterLab-JupyterNotebooks ,250-999 employees,5-9
1262,50-54,Man,India,Asia,Master’s degree,10-20 years,RStudio ,250-999 employees,5-9
1262,50-54,Man,India,Asia,Master’s degree,10-20 years,Visual Studio ,250-999 employees,5-9
1262,50-54,Man,India,Asia,Master’s degree,10-20 years,PyCharm ,250-999 employees,5-9
1262,50-54,Man,India,Asia,Master’s degree,10-20 years, Spyder,250-999 employees,5-9
1262,50-54,Man,India,Asia,Master’s degree,10-20 years,Jupyter Notebook,250-999 employees,5-9
1263,22-24,Man,Peru,América del Sur,Bachelor’s degree,1-3 years, Other,0-49 employees,10-14
1264,18-21,Man,Indonesia,Asia,I prefer not to answer,1-3 years,RStudio ,,
1264,18-21,Man,Indonesia,Asia,I prefer not to answer,1-3 years,Visual Studio Code (VSCode) ,,
1264,18-21,Man,Indonesia,Asia,I prefer not to answer,1-3 years, Sublime Text,,
1264,18-21,Man,Indonesia,Asia,I prefer not to answer,1-3 years,Jupyter Notebook,,
1265,18-21,Man,China,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,0
1266,30-34,Man,Peru,América del Sur,Bachelor’s degree,3-5 years,RStudio ,50-249 employees,1-2
1266,30-34,Man,Peru,América del Sur,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,50-249 employees,1-2
1266,30-34,Man,Peru,América del Sur,Bachelor’s degree,3-5 years,PyCharm ,50-249 employees,1-2
1266,30-34,Man,Peru,América del Sur,Bachelor’s degree,3-5 years, Spyder,50-249 employees,1-2
1266,30-34,Man,Peru,América del Sur,Bachelor’s degree,3-5 years,Jupyter Notebook,50-249 employees,1-2
1267,30-34,Man,Peru,América del Sur,Master’s degree,< 1 years,PyCharm ,"1000-9,999 employees",10-14
1267,30-34,Man,Peru,América del Sur,Master’s degree,< 1 years,Jupyter Notebook,"1000-9,999 employees",10-14
1268,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Visual Studio ,0-49 employees,10-14
1269,40-44,Man,India,Asia,Master’s degree,< 1 years,PyCharm ,"10,000 or more employees",20+
1270,35-39,Man,United States of America,América del Norte,Master’s degree,10-20 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,1-2
1270,35-39,Man,United States of America,América del Norte,Master’s degree,10-20 years,RStudio ,0-49 employees,1-2
1270,35-39,Man,United States of America,América del Norte,Master’s degree,10-20 years,Visual Studio Code (VSCode) ,0-49 employees,1-2
1270,35-39,Man,United States of America,América del Norte,Master’s degree,10-20 years,MATLAB ,0-49 employees,1-2
1270,35-39,Man,United States of America,América del Norte,Master’s degree,10-20 years,Jupyter Notebook,0-49 employees,1-2
1271,18-21,Woman,India,Asia,Bachelor’s degree,3-5 years,RStudio ,"10,000 or more employees",20+
1271,18-21,Woman,India,Asia,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
1271,18-21,Woman,India,Asia,Bachelor’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",20+
1272,25-29,Man,Bangladesh,Asia,Bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,50-249 employees,1-2
1273,25-29,Man,India,Asia,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",1-2
1274,30-34,Man,Ukraine,Europa,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,0-49 employees,1-2
1275,22-24,Man,Turkey,África,Master’s degree,3-5 years,RStudio ,0-49 employees,3-4
1276,25-29,Man,India,Asia,Master’s degree,1-3 years,PyCharm ,50-249 employees,20+
1276,25-29,Man,India,Asia,Master’s degree,1-3 years, Vim / Emacs,50-249 employees,20+
1276,25-29,Man,India,Asia,Master’s degree,1-3 years,Jupyter Notebook,50-249 employees,20+
1277,25-29,Man,South Korea,Asia,Master’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,250-999 employees,5-9
1277,25-29,Man,South Korea,Asia,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,250-999 employees,5-9
1277,25-29,Man,South Korea,Asia,Master’s degree,1-3 years,Jupyter Notebook,250-999 employees,5-9
1278,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Visual Studio ,"10,000 or more employees",5-9
1278,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",5-9
1279,30-34,Man,Australia,Oceanía,Bachelor’s degree,5-10 years,Visual Studio ,"10,000 or more employees",20+
